,coord_x,coord_y,city,canton,year,street_name,street_number,multiple_floors,num_rooms,area,kitchen,status,floor,longitude,latitude,street_safety_score
54,2740715.7,1251792.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,19,0,4,129.0,1.0,3004,5,9.302909933985134,47.40190895602983,18.81964510656548
55,2740715.7,1251792.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,19,0,4,129.0,1.0,3004,6,9.302909933985134,47.40190895602983,18.81964510656548
56,2740715.7,1251792.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,19,0,4,129.0,1.0,3004,7,9.302909933985134,47.40190895602983,18.81964510656548
57,2740715.7,1251792.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,19,0,4,129.0,1.0,3004,8,9.302909933985134,47.40190895602983,18.81964510656548
58,2740715.7,1251792.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,19,0,3,83.0,1.0,3004,9,9.302909933985134,47.40190895602983,18.81964510656548
59,2740715.7,1251792.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,19,0,3,86.0,1.0,3004,10,9.302909933985134,47.40190895602983,18.81964510656548
60,2740524.3,1251866.0,St. Gallen,SG,1952.0,Mittelholzerstrasse,8,0,4,85.0,1.0,3004,1,9.30039818255502,47.40261071088622,19.273414936368894
61,2740524.3,1251866.0,St. Gallen,SG,1952.0,Mittelholzerstrasse,8,0,4,85.0,1.0,3004,2,9.30039818255502,47.40261071088622,19.273414936368894
62,2740524.3,1251866.0,St. Gallen,SG,1952.0,Mittelholzerstrasse,8,0,4,85.0,1.0,3004,3,9.30039818255502,47.40261071088622,19.273414936368894
63,2740524.3,1251866.0,St. Gallen,SG,1952.0,Mittelholzerstrasse,8,0,4,85.0,1.0,3004,4,9.30039818255502,47.40261071088622,19.273414936368894
64,2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,4,80.0,1.0,3004,1,9.300452402593546,47.401962969673136,19.273414936368894
65,2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,1,30.0,1.0,3004,2,9.300452402593546,47.401962969673136,19.273414936368894
66,2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,2,50.0,1.0,3004,3,9.300452402593546,47.401962969673136,19.273414936368894
67,2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,3,65.0,1.0,3004,4,9.300452402593546,47.401962969673136,19.273414936368894
68,2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,4,80.0,1.0,3004,5,9.300452402593546,47.401962969673136,19.273414936368894
69,2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,1,30.0,1.0,3004,6,9.300452402593546,47.401962969673136,19.273414936368894
70,2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,2,50.0,1.0,3004,7,9.300452402593546,47.401962969673136,19.273414936368894
71,2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,3,65.0,1.0,3004,8,9.300452402593546,47.401962969673136,19.273414936368894
72,2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,4,88.0,1.0,3004,9,9.300452402593546,47.401962969673136,19.273414936368894
73,2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,1,30.0,1.0,3004,10,9.300452402593546,47.401962969673136,19.273414936368894
74,2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,2,50.0,1.0,3004,11,9.300452402593546,47.401962969673136,19.273414936368894
75,2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,3,65.0,1.0,3004,12,9.300452402593546,47.401962969673136,19.273414936368894
76,2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,4,90.0,1.0,3004,13,9.300452402593546,47.401962969673136,19.273414936368894
77,2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,4,90.0,1.0,3004,14,9.300452402593546,47.401962969673136,19.273414936368894
78,2740683.5,1251796.3,St. Gallen,SG,1918.0,Altwinkelnstrasse,22,0,4,76.0,1.0,3004,1,9.302484681934244,47.40195000317514,19.38144630291796
79,2740683.5,1251796.3,St. Gallen,SG,1918.0,Altwinkelnstrasse,22,0,3,65.0,1.0,3004,2,9.302484681934244,47.40195000317514,19.38144630291796
80,2740683.5,1251796.3,St. Gallen,SG,1918.0,Altwinkelnstrasse,22,0,3,65.0,1.0,3004,3,9.302484681934244,47.40195000317514,19.38144630291796
81,2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,80.0,1.0,3004,1,9.303235976534133,47.402440803445366,18.81964510656548
82,2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,80.0,1.0,3004,2,9.303235976534133,47.402440803445366,18.81964510656548
83,2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,80.0,1.0,3004,3,9.303235976534133,47.402440803445366,18.81964510656548
84,2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,80.0,1.0,3004,4,9.303235976534133,47.402440803445366,18.81964510656548
85,2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,80.0,1.0,3004,5,9.303235976534133,47.402440803445366,18.81964510656548
86,2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,95.0,1.0,3004,6,9.303235976534133,47.402440803445366,18.81964510656548
87,2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,95.0,1.0,3004,7,9.303235976534133,47.402440803445366,18.81964510656548
88,2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,95.0,1.0,3004,8,9.303235976534133,47.402440803445366,18.81964510656548
89,2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,2,95.0,1.0,3004,9,9.303235976534133,47.402440803445366,18.81964510656548
90,2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,2,95.0,1.0,3004,10,9.303235976534133,47.402440803445366,18.81964510656548
91,2740556.8,1251879.3,St. Gallen,SG,1952.0,Mittelholzerstrasse,6,0,4,85.0,1.0,3004,1,9.300832789397171,47.40272336555648,19.273414936368894
92,2740556.8,1251879.3,St. Gallen,SG,1952.0,Mittelholzerstrasse,6,0,4,85.0,1.0,3004,2,9.300832789397171,47.40272336555648,19.273414936368894
93,2740556.8,1251879.3,St. Gallen,SG,1952.0,Mittelholzerstrasse,6,0,4,85.0,1.0,3004,3,9.300832789397171,47.40272336555648,19.273414936368894
94,2740556.8,1251879.3,St. Gallen,SG,1952.0,Mittelholzerstrasse,6,0,4,85.0,1.0,3004,4,9.300832789397171,47.40272336555648,19.273414936368894
95,2740582.5,1251671.8,St. Gallen,SG,2003.0,Herisauer Strasse,93,0,4,,1.0,3004,1,9.30110792816153,47.40085210140265,19.273414936368894
96,2740582.5,1251671.8,St. Gallen,SG,2003.0,Herisauer Strasse,93,0,4,,1.0,3004,2,9.30110792816153,47.40085210140265,19.273414936368894
97,2740582.5,1251671.8,St. Gallen,SG,2003.0,Herisauer Strasse,93,0,4,,1.0,3004,4,9.30110792816153,47.40085210140265,19.273414936368894
98,2740582.5,1251671.8,St. Gallen,SG,2003.0,Herisauer Strasse,93,0,4,,1.0,3004,5,9.30110792816153,47.40085210140265,19.273414936368894
99,2740582.5,1251671.8,St. Gallen,SG,2003.0,Herisauer Strasse,93,0,4,,1.0,3004,7,9.30110792816153,47.40085210140265,19.273414936368894
100,2740582.5,1251671.8,St. Gallen,SG,2003.0,Herisauer Strasse,93,0,4,,1.0,3004,8,9.30110792816153,47.40085210140265,19.273414936368894
101,2740582.5,1251671.8,St. Gallen,SG,2003.0,Herisauer Strasse,93,0,5,151.0,1.0,3004,10,9.30110792816153,47.40085210140265,19.273414936368894
102,2740672.3,1251720.8,St. Gallen,SG,1962.0,Blériotweg,9,0,4,68.0,1.0,3004,1,9.302312602958173,47.40127352178135,19.273414936368894
103,2740672.3,1251720.8,St. Gallen,SG,1962.0,Blériotweg,9,0,4,74.0,1.0,3004,2,9.302312602958173,47.40127352178135,19.273414936368894
104,2740672.3,1251720.8,St. Gallen,SG,1962.0,Blériotweg,9,0,4,75.0,1.0,3004,3,9.302312602958173,47.40127352178135,19.273414936368894
105,2740661.0,1251767.6,St. Gallen,SG,1963.0,Blériotweg,7a,0,1,33.0,1.0,3004,1,9.302177670965524,47.40169674689047,19.273414936368894
106,2740661.0,1251767.6,St. Gallen,SG,1963.0,Blériotweg,7a,1,4,75.0,1.0,3004,2,9.302177670965524,47.40169674689047,19.273414936368894
107,2740633.9,1251697.0,St. Gallen,SG,1919.0,Blériotweg,8,0,2,40.0,1.0,3004,1,9.301796566068012,47.401067719512575,19.273414936368894
108,2740633.9,1251697.0,St. Gallen,SG,1919.0,Blériotweg,8,0,2,40.0,1.0,3004,2,9.301796566068012,47.401067719512575,19.273414936368894
109,2740633.9,1251697.0,St. Gallen,SG,1919.0,Blériotweg,8,0,2,40.0,1.0,3004,3,9.301796566068012,47.401067719512575,19.273414936368894
110,2740633.9,1251697.0,St. Gallen,SG,1919.0,Blériotweg,8,0,3,65.0,1.0,3004,4,9.301796566068012,47.401067719512575,19.273414936368894
111,2740633.9,1251697.0,St. Gallen,SG,1919.0,Blériotweg,8,0,2,40.0,1.0,3004,5,9.301796566068012,47.401067719512575,19.273414936368894
112,2740633.9,1251697.0,St. Gallen,SG,1919.0,Blériotweg,8,0,3,65.0,1.0,3004,6,9.301796566068012,47.401067719512575,19.273414936368894
113,2740633.9,1251697.0,St. Gallen,SG,1919.0,Blériotweg,8,0,2,40.0,1.0,3004,7,9.301796566068012,47.401067719512575,19.273414936368894
114,2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,2,50.0,1.0,3004,1,9.303125410292274,47.402159188880326,18.81964510656548
115,2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,50.0,1.0,3004,2,9.303125410292274,47.402159188880326,18.81964510656548
116,2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,3,9.303125410292274,47.402159188880326,18.81964510656548
117,2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,2,50.0,1.0,3004,4,9.303125410292274,47.402159188880326,18.81964510656548
118,2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,5,9.303125410292274,47.402159188880326,18.81964510656548
119,2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,50.0,1.0,3004,6,9.303125410292274,47.402159188880326,18.81964510656548
120,2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,2,50.0,1.0,3004,7,9.303125410292274,47.402159188880326,18.81964510656548
121,2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,8,9.303125410292274,47.402159188880326,18.81964510656548
122,2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,9,9.303125410292274,47.402159188880326,18.81964510656548
123,2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,2,50.0,1.0,3004,10,9.303125410292274,47.402159188880326,18.81964510656548
124,2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,11,9.303125410292274,47.402159188880326,18.81964510656548
125,2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,12,9.303125410292274,47.402159188880326,18.81964510656548
126,2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,13,9.303125410292274,47.402159188880326,18.81964510656548
127,2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,14,9.303125410292274,47.402159188880326,18.81964510656548
128,2740484.8,1251703.6,St. Gallen,SG,1963.0,Gsellstrasse,17,0,5,95.0,1.0,3004,1,9.299824031777502,47.40115888382863,19.273414936368894
129,2740484.8,1251703.6,St. Gallen,SG,1963.0,Gsellstrasse,17,0,4,87.0,1.0,3004,2,9.299824031777502,47.40115888382863,19.273414936368894
130,2740484.8,1251703.6,St. Gallen,SG,1963.0,Gsellstrasse,17,0,4,87.0,1.0,3004,3,9.299824031777502,47.40115888382863,19.273414936368894
131,2740484.8,1251703.6,St. Gallen,SG,1963.0,Gsellstrasse,17,0,5,95.0,1.0,3004,4,9.299824031777502,47.40115888382863,19.273414936368894
132,2740484.8,1251703.6,St. Gallen,SG,1963.0,Gsellstrasse,17,0,4,87.0,1.0,3004,5,9.299824031777502,47.40115888382863,19.273414936368894
133,2740484.8,1251703.6,St. Gallen,SG,1963.0,Gsellstrasse,17,0,5,95.0,1.0,3004,6,9.299824031777502,47.40115888382863,19.273414936368894
134,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,1,16.0,1.0,3004,1,9.300939836839085,47.40165372385875,19.273414936368894
135,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,32.0,1.0,3004,2,9.300939836839085,47.40165372385875,19.273414936368894
136,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,6,143.0,1.0,3004,3,9.300939836839085,47.40165372385875,19.273414936368894
137,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,32.0,1.0,3004,7,9.300939836839085,47.40165372385875,19.273414936368894
138,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,1,16.0,1.0,3004,19,9.300939836839085,47.40165372385875,19.273414936368894
139,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,1,15.0,1.0,3004,20,9.300939836839085,47.40165372385875,19.273414936368894
140,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,38.0,1.0,3004,22,9.300939836839085,47.40165372385875,19.273414936368894
141,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,1,15.0,1.0,3004,23,9.300939836839085,47.40165372385875,19.273414936368894
142,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,30.0,1.0,3004,24,9.300939836839085,47.40165372385875,19.273414936368894
143,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,32.0,1.0,3004,25,9.300939836839085,47.40165372385875,19.273414936368894
144,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,1,16.0,1.0,3004,26,9.300939836839085,47.40165372385875,19.273414936368894
145,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,38.0,1.0,3004,27,9.300939836839085,47.40165372385875,19.273414936368894
146,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,1,15.0,1.0,3004,28,9.300939836839085,47.40165372385875,19.273414936368894
147,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,30.0,1.0,3004,30,9.300939836839085,47.40165372385875,19.273414936368894
148,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,38.0,1.0,3004,31,9.300939836839085,47.40165372385875,19.273414936368894
149,2740567.7,1251760.6,St. Gallen,SG,1918.0,Herisauer Strasse,88,0,2,30.0,1.0,3004,32,9.300939836839085,47.40165372385875,19.273414936368894
150,2740514.5,1251899.8,St. Gallen,SG,1945.0,Kreuzbühlstrasse,9,1,5,120.0,1.0,3004,1,9.300279013034192,47.40291672139321,19.273414936368894
151,2740646.0,1251944.2,St. Gallen,SG,1918.0,Herisauer Strasse,69,0,4,107.0,1.0,3004,1,9.302034558766673,47.40328788472066,19.38144630291796
152,2740646.0,1251944.2,St. Gallen,SG,1918.0,Herisauer Strasse,69,0,4,107.0,1.0,3004,2,9.302034558766673,47.40328788472066,19.38144630291796
153,2740646.0,1251944.2,St. Gallen,SG,1918.0,Herisauer Strasse,69,0,4,107.0,1.0,3004,3,9.302034558766673,47.40328788472066,19.38144630291796
154,2740642.7,1251768.5,St. Gallen,SG,1963.0,Blériotweg,7c,0,4,68.0,1.0,3004,1,9.301935595032443,47.40170874739203,19.273414936368894
155,2740642.7,1251768.5,St. Gallen,SG,1963.0,Blériotweg,7c,0,4,75.0,1.0,3004,2,9.301935595032443,47.40170874739203,19.273414936368894
156,2740642.7,1251768.5,St. Gallen,SG,1963.0,Blériotweg,7c,0,4,74.0,1.0,3004,3,9.301935595032443,47.40170874739203,19.273414936368894
157,2740694.1,1251891.0,St. Gallen,SG,1918.0,Altwinkelnstrasse,7,1,5,96.0,1.0,3004,1,9.302654859660382,47.40279925297128,18.81964510656548
158,2740575.8,1251912.6,St. Gallen,SG,1945.0,Kreuzbühlstrasse,3,1,5,120.0,1.0,3004,1,9.301094891985182,47.40301873421461,19.273414936368894
159,2740560.5,1251723.2,St. Gallen,SG,2017.0,Herisauer Strasse,90,0,3,96.0,1.0,3004,1,9.300832727397138,47.4013189705879,19.273414936368894
160,2740560.5,1251723.2,St. Gallen,SG,2017.0,Herisauer Strasse,90,0,3,74.0,1.0,3004,2,9.300832727397138,47.4013189705879,19.273414936368894
161,2740560.5,1251723.2,St. Gallen,SG,2017.0,Herisauer Strasse,90,0,3,96.0,1.0,3004,3,9.300832727397138,47.4013189705879,19.273414936368894
162,2740560.5,1251723.2,St. Gallen,SG,2017.0,Herisauer Strasse,90,0,3,96.0,1.0,3004,4,9.300832727397138,47.4013189705879,19.273414936368894
163,2740560.5,1251723.2,St. Gallen,SG,2017.0,Herisauer Strasse,90,0,2,70.0,1.0,3004,5,9.300832727397138,47.4013189705879,19.273414936368894
164,2740560.5,1251723.2,St. Gallen,SG,2017.0,Herisauer Strasse,90,0,3,74.0,1.0,3004,6,9.300832727397138,47.4013189705879,19.273414936368894
165,2740560.5,1251723.2,St. Gallen,SG,2017.0,Herisauer Strasse,90,0,3,96.0,1.0,3004,7,9.300832727397138,47.4013189705879,19.273414936368894
166,2740712.8,1251827.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,15,0,3,92.0,1.0,3004,1,9.30288254018846,47.40222428512634,18.81964510656548
167,2740712.8,1251827.5,St. Gallen,SG,2010.0,Altwinkelnstrasse,15,0,3,92.0,1.0,3004,2,9.30288254018846,47.40222428512634,18.81964510656548
