Charger ID;Charger Status;ChargingStationId;OperatorID;OperatorName;IsOpen24Hours;Accessibility;GeoCoordinates;address_country;address_canton;address_region;address_city;address_postalcode;address_street;address_timezone;address_floor;Plugs;PaymentOptions;MaxCapacity;ChargingFacilities (Power);AuthenticationModes;DynamicInfoAvailable;ValueAddedServices;IsHubjectCompatible;lastUpdate;ClearinghouseID;HubOperatorID;AdditionalInfo;deltaType;ChargingPoolID;OpeningTimes;GeoChargingPointEntrance;HotlinePhoneNum;ChargingStationNames;AccessibilityLocation;CalibrationLawDataAvailability;ChargingStationLocationReference;EnergySource;EnvironmentalImpact;LocationImage;RenewableEnergy;SuboperatorName;DynamicPowerLevel;HardwareManufacturer
CH*CCI*E20650;Available;CH*CCI*E20651;CH*CCC;Move;1;Paying publicly accessible;47.425514,9.378698;CHE;St. Gallen;;St. Gallen;9000;Burggraben 16;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""CityParking Burggraben"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20651;Available;CH*CCI*E20651;CH*CCC;Move;1;Paying publicly accessible;47.425514,9.378698;CHE;St. Gallen;;St. Gallen;9000;Burggraben 16;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""CityParking Burggraben"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20647;Available;CH*CCI*E20651;CH*CCC;Move;1;Paying publicly accessible;47.425514,9.378698;CHE;St. Gallen;;St. Gallen;9000;Burggraben 16;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""CityParking Burggraben"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20649;Available;CH*CCI*E20651;CH*CCC;Move;1;Paying publicly accessible;47.425514,9.378698;CHE;St. Gallen;;St. Gallen;9000;Burggraben 16;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""CityParking Burggraben"", ""lang"": null}]";;;;;;;;;;
CH*CCC*E50270;Available;CH*CCC*E50271;CH*CCC;Move;1;Paying publicly accessible;47.43156,9.38608;CHE;St. Gallen;;St. Gallen;9000;Steinachstrasse;;;CCS Combo 2 Plug (Cable Attached);;;150.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Kantonsspital St.Gallen/Parking B0"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20503;Available;CH*CCI*E20503;CH*CCC;Move;1;Paying publicly accessible;47.431215,9.383365;CHE;St. Gallen;;St. Gallen;9000;Splügenstrasse 12;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Olma Messen, St.Gallen"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20504;Available;CH*CCI*E20503;CH*CCC;Move;1;Paying publicly accessible;47.431215,9.383365;CHE;St. Gallen;;St. Gallen;9000;Splügenstrasse 12;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Olma Messen, St.Gallen"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20493;Occupied;CH*CCI*E20493;CH*CCC;Move;1;Paying publicly accessible;47.442761,9.413105;CHE;St. Gallen;;St. Gallen;9016;Zilstrasse 79;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Zil-Garage, St.Gallen"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20495;Available;CH*CCI*E20495;CH*CCC;Move;1;Paying publicly accessible;47.443117,9.414715;CHE;St. Gallen;;St. Gallen;9016;Rohrschacherstrasse 284;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Auto Zollikofer, St.Gallen"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20484;Available;CH*CCI*E20484;CH*CCC;Move;1;Paying publicly accessible;47.411487,9.339593;CHE;St. Gallen;;St. Gallen;9014;Fürstenlandstrasse 122;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""St. Galler Tagblatt, St.Gallen"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20477;Available;CH*CCI*E20478;CH*CCC;Move;1;Paying publicly accessible;47.410742,9.336991;CHE;St. Gallen;;St. Gallen;9014;Erlacherstrasse 3;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Baldegger, St.Gallen"", ""lang"": null}]";;;;;;;;;;
CH*SWIEE34305;Available;CH*SWIEE34306;CH*SWISSCHARGE;Swisscharge;1;Free publicly accessible;47.418982,9.366082;CHE;St. Gallen;;St. Gallen;0;Geltenwilenstrasse 16/18 0;UTC+01:00;;Type 2 Outlet;Direct;;22.0;"NFC RFID Classic;REMOTE";true;None;1;;;;;insert;;;;;"[{""lang"": ""de"", ""value"": ""Geltenwilenstrasse 16/18, 9000 St. Gallen""}]";OnStreet;Local;;;;;;;;
CHEVPE2098;Available;1812;CHEVP;evpass;0;Free publicly accessible;47.407333,9.294186;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 511;UTC+01:00;;CHAdeMO;"Contract;Direct";;50.0;"REMOTE;NFC RFID Classic;NFC RFID DESFire;Direct Payment";true;MaximumPowerCharging;0;;;;;;;;;0488848044;"[{""value"": ""evpass - ABB Terra 53 - SAK - City Garage"", ""lang"": null}]";;;;;;;;;;
CHEVPE36402;Available;9100;CHEVP;evpass;0;Free publicly accessible;47.412991,9.345903;CHE;St. Gallen;;St. Gallen;9014;Fürstenlandstrasse Elektrofachschule St.Gallen 97;UTC+01:00;;"Type 2 Connector (Cable Attached);Type 1 Connector (Cable Attached)";"Contract;Direct";;22.0,3.7;"REMOTE;NFC RFID Classic;NFC RFID DESFire;Direct Payment";true;MaximumPowerCharging;0;;;;;;;;;0488848044;"[{""value"": ""evpass - P1 - SAK - Elektrofachschule St. Gallen"", ""lang"": null}]";;;;;;;;;;
CH*ECUEU2NBJ3VKVEU7Y9ZUWVSJNY48ZX;Available;CH*ECUEU2NBJ3VKVEU7Y9ZUWVSJNY48ZX;CH*ECU;eCarUp;0;Free publicly accessible;47.434033,9.383987;CHE;St. Gallen;;St. Gallen;9008;Langgasse 3;UTC+02:00;;Type 2 Outlet;Direct;0;22.0;REMOTE;auto;DynamicPricing;0;;;;"[{""lang"": ""en"", ""value"": ""Visit web.ecarup.com for more information and to download native app.""}]";insert;;;;;"[{""lang"": ""en"", ""value"": ""DIE GÜNSTIGE""}, {""lang"": ""de"", ""value"": ""DIE GÜNSTIGE""}]";OnStreet;Not Available;;;;;;;;
CH*ECUEMUTDDTAGSRGNUARREKY3XQ9B2Q;Available;CH*ECUEMUTDDTAGSRGNUARREKY3XQ9B2Q;CH*ECU;eCarUp;0;Free publicly accessible;47.42586,9.387826;CHE;St. Gallen;;St. Gallen;9000;Molkenstrasse 7;UTC+02:00;;Type 2 Outlet;Direct;0;11.0;"REMOTE;NFC RFID Classic;NFC RFID DESFire";auto;DynamicPricing;0;;;;"[{""lang"": ""en"", ""value"": ""Visit web.ecarup.com for more information and to download native app.""}]";insert;;;;;"[{""lang"": ""en"", ""value"": ""Emil Frey St.Gallen 1""}, {""lang"": ""de"", ""value"": ""Emil Frey St.Gallen 1""}]";OnStreet;Not Available;;;;;;;;
CH*ECUE4UP6PM4G234PDF5E9A99CMAK3X;Available;CH*ECUE4UP6PM4G234PDF5E9A99CMAK3X;CH*ECU;eCarUp;0;Free publicly accessible;47.40869,9.310732;CHE;St. Gallen;;St. Gallen;9015;Breitfeldstrasse 10;UTC+02:00;;Type 2 Outlet;Direct;0;22.0;"REMOTE;NFC RFID Classic;NFC RFID DESFire";auto;DynamicPricing;0;;;;"[{""lang"": ""en"", ""value"": ""Visit web.ecarup.com for more information and to download native app.""}]";insert;;;;;"[{""lang"": ""en"", ""value"": ""Baumann Electro AG""}, {""lang"": ""de"", ""value"": ""Baumann Electro AG""}]";OnStreet;Not Available;;;;;;;;
CH*ECUE9U3SVDWR8UXDHFE4L6L7ASZMBA;Available;CH*ECUE9U3SVDWR8UXDHFE4L6L7ASZMBA;CH*ECU;eCarUp;0;Free publicly accessible;47.404239,9.309124;CHE;St. Gallen;;St. Gallen;9015;Bildweiherstrasse 9;UTC+02:00;;Type 2 Outlet;Direct;0;22.0;"REMOTE;NFC RFID Classic;NFC RFID DESFire";auto;DynamicPricing;0;;;;"[{""lang"": ""en"", ""value"": ""Visit web.ecarup.com for more information and to download native app.""}]";insert;;;;;"[{""lang"": ""en"", ""value"": ""SAK PP rechts""}, {""lang"": ""de"", ""value"": ""SAK PP rechts""}]";OnStreet;Not Available;;;;;;;;
CH*REPE366*03*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Outlet;"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*01*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Outlet;"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*05*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Outlet;"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*37*1;Occupied;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*13*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*36*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*22*1;Occupied;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*CCI*E20826;Available;CH*CCI*E20826;CH*CCC;Move;1;Paying publicly accessible;47.45132,9.42016;CHE;St. Gallen;;St. Gallen;9016;Rorschacher Strasse 311;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Kurhaus Oberwaid"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20606;Available;CH*CCI*E20606;CH*CCC;Move;1;Paying publicly accessible;47.429561,9.384191;CHE;St. Gallen;;St. Gallen;9000;Steinachstrasse 41;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""City Parking Stadtpark"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20652;Available;CH*CCI*E20651;CH*CCC;Move;1;Paying publicly accessible;47.425514,9.378698;CHE;St. Gallen;;St. Gallen;9000;Burggraben 16;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""CityParking Burggraben"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20595;Available;CH*CCI*E20594;CH*CCC;Move;1;Paying publicly accessible;47.422804,9.367154;CHE;St. Gallen;;St. Gallen;9000;Lagerstrasse 6;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""City Parking Bahnhof St.Gallen"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20483;Available;CH*CCI*E20484;CH*CCC;Move;1;Paying publicly accessible;47.411487,9.339593;CHE;St. Gallen;;St. Gallen;9014;Fürstenlandstrasse 122;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""St. Galler Tagblatt, St.Gallen"", ""lang"": null}]";;;;;;;;;;
CH*MIG*E123*0012;Unknown;CH*MIG*E123*0012;CH*MIG;Migrol Fast Charging;0;Free publicly accessible;47.4164029751315,9.34520433901717;CHE;St. Gallen;;St. Gallen;9000;Zürcherstrasse 114;;;"CHAdeMO;CCS Combo 2 Plug (Cable Attached)";Direct;;50,120;Direct Payment;false;None;0;;;;None;;;;;;;;;;;;;;;;
CH*SWIEE4382;Available;CH*SWIEE4382;CH*SWISSCHARGE;Swisscharge;1;Free publicly accessible;47.440224,9.418414;CHE;St. Gallen;;St. Gallen;9016;Schuppisstrasse 3 0;UTC+01:00;;Type 2 Outlet;Direct;;22.0;"NFC RFID Classic;REMOTE";true;None;1;;;;;insert;;;;;"[{""lang"": ""de"", ""value"": ""A.Lehmann Elektro AG St.Gallen""}]";OnStreet;Local;;;;;;;;
CHEVPE2303;Available;1085;CHEVP;evpass;0;Free publicly accessible;47.431091,9.380416;CHE;St. Gallen;;St. Gallen;9000;St. Jakob-Strasse 55;UTC+01:00;;"Type 2 Connector (Cable Attached);Type 1 Connector (Cable Attached)";"Contract;Direct";;22.0,3.7;"REMOTE;NFC RFID Classic;NFC RFID DESFire;Direct Payment";true;MaximumPowerCharging;0;;;;"[{""lang"": ""de-DE"", ""value"": ""Nur für Hotelgäste""}]";;;;;0488848044;"[{""value"": ""evpass -P1- SAK - Radisson Blu Hotel - E2"", ""lang"": null}]";;;;;;;;;;
CHEVPE36630;Available;12517;CHEVP;evpass;0;Free publicly accessible;47.408038,9.31104;CHE;St. Gallen;;St. Gallen;9015;Breitfeldstrasse 9;UTC+01:00;;"Type 1 Connector (Cable Attached);Type 2 Connector (Cable Attached)";Contract;;7.0,22.0;"REMOTE;NFC RFID Classic;NFC RFID DESFire";true;MaximumPowerCharging;0;;;;;;;;;0488848044;"[{""value"": ""Newstar Hotel St. Gallen - N2"", ""lang"": null}]";;;;;;;;;;
CH*ECUEFLKJX3RAPYKQU23C9WMHT4FQGX;Available;CH*ECUEFLKJX3RAPYKQU23C9WMHT4FQGX;CH*ECU;eCarUp;0;Free publicly accessible;47.433314,9.405287;CHE;St. Gallen;;St. Gallen;9000;Grütlistrasse 27;UTC+02:00;;Type 2 Outlet;Direct;0;;"REMOTE;NFC RFID Classic;NFC RFID DESFire";auto;DynamicPricing;0;;;;"[{""lang"": ""en"", ""value"": ""Visit web.ecarup.com for more information and to download native app.""}]";insert;;;;;"[{""lang"": ""en"", ""value"": ""Grütlistrasse 27 PP rechts ""}, {""lang"": ""de"", ""value"": ""Grütlistrasse 27 PP rechts ""}]";OnStreet;Not Available;;;;;;;;
CH*ECUEQWMEQQT39VDJL542JCM3FVP6AX;Available;CH*ECUEGBNTU8HX7ZEURZ23F5475DTLSA;CH*ECU;eCarUp;0;Free publicly accessible;47.422824,9.372298;CHE;St. Gallen;;St. Gallen;9000;St. Leonhard-Strasse 25;UTC+02:00;;Type 2 Outlet;Direct;0;;"REMOTE;NFC RFID Classic;NFC RFID DESFire";auto;DynamicPricing;0;;;;"[{""lang"": ""en"", ""value"": ""Visit web.ecarup.com for more information and to download native app.""}]";insert;;;;;"[{""lang"": ""en"", ""value"": ""SGKB Parkplatz 2""}, {""lang"": ""de"", ""value"": ""SGKB Parkplatz 2""}]";OnStreet;Not Available;;;;;;;;
CH*ECUEYGRZQECV5WBCW8CQVXPTHAP3NW;Available;CH*ECUEMUTDDTAGSRGNUARREKY3XQ9B2Q;CH*ECU;eCarUp;0;Free publicly accessible;47.42586,9.387826;CHE;St. Gallen;;St. Gallen;9000;Molkenstrasse 7;UTC+02:00;;Type 2 Outlet;Direct;0;11.0;"REMOTE;NFC RFID Classic;NFC RFID DESFire";auto;DynamicPricing;0;;;;"[{""lang"": ""en"", ""value"": ""Visit web.ecarup.com for more information and to download native app.""}]";insert;;;;;"[{""lang"": ""en"", ""value"": ""Emil Frey St.Gallen 1""}, {""lang"": ""de"", ""value"": ""Emil Frey St.Gallen 1""}]";OnStreet;Not Available;;;;;;;;
CH*REPE366*02*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Outlet;"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*11*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*19*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*16*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*38*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*35*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*26*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*30*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*28*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;Type 2 Connector (Cable Attached);"Direct;Contract";;22.08;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*REPE366*39*1;Available;CH*REPE366*02*1;CH*REP;PLUG’N ROLL;1;Paying publicly accessible;47.408108,9.30469;CHE;St. Gallen;;St. Gallen;9015;Zürcherstrasse 464;;0;CCS Combo 2 Plug (Cable Attached);"Direct;Contract";;24;"NFC RFID Classic;REMOTE";true;None;1;;;;None;insert;;;;0488848044;;;;;;;;;;;
CH*CCI*E20738;Available;CH*CCI*E20734;CH*CCC;Move;1;Paying publicly accessible;47.44319,9.41551;CHE;St. Gallen;;St. Gallen;9016;Rorschacherstrasse 286;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Neudorf-Center"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20733;Available;CH*CCI*E20734;CH*CCC;Move;1;Paying publicly accessible;47.44319,9.41551;CHE;St. Gallen;;St. Gallen;9016;Rorschacherstrasse 286;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Neudorf-Center"", ""lang"": null}]";;;;;;;;;;
CH*CCC*E50416;Available;CH*CCC*E50415;CH*CCC;Move;1;Paying publicly accessible;47.412367,9.341061;CHE;St. Gallen;;St. Gallen;9014;Lerchenfeldstrasse 5;;;CHAdeMO;;;50.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Empa, St.Gallen"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20684;Available;CH*CCI*E20684;CH*CCC;Move;1;Paying publicly accessible;47.404151,9.317071;CHE;St. Gallen;;St. Gallen;9015;Sturzeneggstrasse 36;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Wohnüberbauung Sturzenegg öffentlich"", ""lang"": null}]";;;;;;;;;;
CH*CCC*E50427;Available;CH*CCC*E50426;CH*CCC;Move;1;Paying publicly accessible;47.432199,9.375876;CHE;St. Gallen;;St. Gallen;9000;Dufourstrasse 40;;;CHAdeMO;;;50.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Helvetia Versicherungen St. Gallen"", ""lang"": null}]";;;;;;;;;;
CH*CCC*E50445;Available;CH*CCC*E50444;CH*CCC;Move;1;Paying publicly accessible;47.421946,9.36923;CHE;St. Gallen;;St. Gallen;9001;Bahnhofplatz 7;;;CHAdeMO;;;50.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Parkplatz Gaiserbahnhof"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20602;Occupied;CH*CCI*E20602;CH*CCC;Move;1;Paying publicly accessible;47.427311,9.378891;CHE;St. Gallen;;St. Gallen;9000;Torstrasse 12;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""City Parking Brühltor"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20603;Occupied;CH*CCI*E20602;CH*CCC;Move;1;Paying publicly accessible;47.427311,9.378891;CHE;St. Gallen;;St. Gallen;9000;Torstrasse 12;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""City Parking Brühltor"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20605;Available;CH*CCI*E20606;CH*CCC;Move;1;Paying publicly accessible;47.429561,9.384191;CHE;St. Gallen;;St. Gallen;9000;Steinachstrasse 41;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""City Parking Stadtpark"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20656;Available;CH*CCI*E20655;CH*CCC;Move;1;Paying publicly accessible;47.437958,9.414108;CHE;St. Gallen;;St. Gallen;9016;Favrestrasse 6;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Coop Gallusmarkt"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20596;Available;CH*CCI*E20594;CH*CCC;Move;1;Paying publicly accessible;47.422804,9.367154;CHE;St. Gallen;;St. Gallen;9000;Lagerstrasse 6;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""City Parking Bahnhof St.Gallen"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20505;Occupied;CH*CCI*E20503;CH*CCC;Move;1;Paying publicly accessible;47.431215,9.383365;CHE;St. Gallen;;St. Gallen;9000;Splügenstrasse 12;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Olma Messen, St.Gallen"", ""lang"": null}]";;;;;;;;;;
CH*CCI*E20494;Occupied;CH*CCI*E20493;CH*CCC;Move;1;Paying publicly accessible;47.442761,9.413105;CHE;St. Gallen;;St. Gallen;9016;Zilstrasse 79;;;Type 2 Outlet;;;11.0;"NFC RFID Classic;NFC RFID DESFire;Direct Payment;REMOTE";true;None;1;;;;;;;;;0488848044;"[{""value"": ""Zil-Garage, St.Gallen"", ""lang"": null}]";;;;;;;;;;
CH*SWIEE34306;Available;CH*SWIEE34306;CH*SWISSCHARGE;Swisscharge;1;Free publicly accessible;47.418982,9.366082;CHE;St. Gallen;;St. Gallen;0;Geltenwilenstrasse 16/18 0;UTC+01:00;;Type 2 Outlet;Direct;;22.0;"NFC RFID Classic;REMOTE";true;None;1;;;;;insert;;;;;"[{""lang"": ""de"", ""value"": ""Geltenwilenstrasse 16/18, 9000 St. Gallen""}]";OnStreet;Local;;;;;;;;
