Geo Point;Geo Shape;Kategorie;Bezeichnung;Adresse;Ort;Land;PLZ;Information;Parkplatzart;Anzahl_Parkplätze
47.42564153668384,9.382185072662947;"{""coordinates"": [9.382185072662947, 47.42564153668384], ""type"": ""Point""}";Parkplätze, Parkhäuser;Lämmlisbrunnenstrasse Südseite;Lämmlisbrunnenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42576054085385,9.382269116071615;"{""coordinates"": [9.382269116071615, 47.42576054085385], ""type"": ""Point""}";Parkplätze, Parkhäuser;Lämmlisbrunnenstrasse Südseite;Lämmlisbrunnenstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42459812951262,9.380681581529563;"{""coordinates"": [9.380681581529563, 47.42459812951262], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lämmlisbrunnenstrasse;St.Gallen;Schweiz;9000;Güterumschlag: 2;Güterumschlag;2.0
47.422996920266954,9.374266352531317;"{""coordinates"": [9.374266352531317, 47.422996920266954], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Oberer Graben;St.Gallen;Schweiz;9000;Güterumschlag: 3;Güterumschlag;3.0
47.41340369083031,9.339957270569514;"{""coordinates"": [9.339957270569514, 47.41340369083031], ""type"": ""Point""}";Parkplätze, Parkhäuser;Lidl Lerchenfeld (Eröffnung	19. März 2009);Lerchenfeldstrasse;St.Gallen;Schweiz;9014;Kundenparkplatz: 4;Kundenparkplatz;4.0
47.42539325267454,9.372424952881362;"{""coordinates"": [9.372424952881362, 47.42539325267454], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Bahnhofstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42829730818891,9.381851381547953;"{""coordinates"": [9.381851381547953, 47.42829730818891], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Museumstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.41754304789921,9.348204820991544;"{""coordinates"": [9.348204820991544, 47.41754304789921], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Schönaustrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.41840337169287,9.38311289710479;"{""coordinates"": [9.38311289710479, 47.41840337169287], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Gotthelfstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.43721780008866,9.3846197404839;"{""coordinates"": [9.3846197404839, 47.43721780008866], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lessingstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.43601182784673,9.378484829485382;"{""coordinates"": [9.378484829485382, 47.43601182784673], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Tannenstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 4;Erweiterte Blaue Zone;4.0
47.435646673406644,9.378332226938912;"{""coordinates"": [9.378332226938912, 47.435646673406644], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Tannenstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.40021661293719,9.300138394356384;"{""coordinates"": [9.300138394356384, 47.40021661293719], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Gsellstrasse;St.Gallen;Schweiz;9015;Weiss (bewirtschaftet): 1;Weiss (bewirtschaftet);1.0
47.40380639249433,9.300891572198807;"{""coordinates"": [9.300891572198807, 47.40380639249433], ""type"": ""Point""}";Parkplätze, Parkhäuser;Bahnhof Winkeln;Letzistrasse;St.Gallen;Schweiz;9015;Weiss (bewirtschaftet): 3;Weiss (bewirtschaftet);3.0
47.4349966987242,9.387863954217648;"{""coordinates"": [9.387863954217648, 47.4349966987242], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Aeplistrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.4319852527988,9.41041290180793;"{""coordinates"": [9.41041290180793, 47.4319852527988], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Achslenstrasse;St.Gallen;Schweiz;9016;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.41048254981629,9.311658134443224;"{""coordinates"": [9.311658134443224, 47.41048254981629], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Piccardstrasse;St.Gallen;Schweiz;9015;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42158706786076,9.370383815316146;"{""coordinates"": [9.370383815316146, 47.42158706786076], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Vadianstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42436019848797,9.367768649367695;"{""coordinates"": [9.367768649367695, 47.42436019848797], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Tellstrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.439765972542,9.389741904543751;"{""coordinates"": [9.389741904543751, 47.439765972542], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Iddastrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.4361235168433,9.386237614402464;"{""coordinates"": [9.386237614402464, 47.4361235168433], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Iddastrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.42456680585507,9.38809646150818;"{""coordinates"": [9.38809646150818, 47.42456680585507], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dreilindenhang;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 1;Erweiterte Blaue Zone;1.0
47.423752257415046,9.38601588492205;"{""coordinates"": [9.38601588492205, 47.423752257415046], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dreilindenhang;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.42385394601854,9.386325659201782;"{""coordinates"": [9.386325659201782, 47.42385394601854], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Dreilindenhang;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.44084295120957,9.395402669658829;"{""coordinates"": [9.395402669658829, 47.44084295120957], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Lettenstrasse;St.Gallen;Schweiz;9008;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.435675203828616,9.386613518706381;"{""coordinates"": [9.386613518706381, 47.435675203828616], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Langgasse;St.Gallen;Schweiz;9008;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
47.42565503172425,9.386471888325822;"{""coordinates"": [9.386471888325822, 47.42565503172425], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Axensteinstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 3;Erweiterte Blaue Zone;3.0
47.43303558224179,9.372171746531931;"{""coordinates"": [9.372171746531931, 47.43303558224179], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Gatterstrasse;St.Gallen;Schweiz;9010;Erweiterte Blaue Zone: 5;Erweiterte Blaue Zone;5.0
47.42191056534737,9.346955342131192;"{""coordinates"": [9.346955342131192, 47.42191056534737], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Zwyssigstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.42198182203708,9.348179902872994;"{""coordinates"": [9.348179902872994, 47.42198182203708], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Zwyssigstrasse;St.Gallen;Schweiz;9000;Erweiterte Blaue Zone: 2;Erweiterte Blaue Zone;2.0
47.42464383010834,9.372131994691323;"{""coordinates"": [9.372131994691323, 47.42464383010834], ""type"": ""Point""}";Parkplätze, Parkhäuser;;Hintere Poststrasse;St.Gallen;Schweiz;9000;Weiss (bewirtschaftet): 2;Weiss (bewirtschaftet);2.0
