Geo Point;Geo Shape;Linie
47.414307094798694,9.367898795926315;"{""coordinates"": [[[9.366679510002214, 47.41100504418141], [9.366745896023412, 47.4107614167845], [9.367006797715833, 47.41009119536614], [9.367239894083381, 47.40969161279348], [9.368286248084704, 47.40853883639907], [9.368954816818098, 47.40785411522538], [9.369302490033265, 47.40749239431333], [9.36938722195297, 47.40734172662382], [9.36940873206977, 47.407157671778975], [9.369360610289386, 47.406607396746416], [9.369272280869952, 47.406246087947004], [9.368533950525626, 47.40529878957856], [9.368322839635841, 47.40513296931152], [9.368045795370687, 47.40498330422649], [9.366770622930549, 47.40436484764216], [9.366500216916164, 47.404245174148286], [9.36610766280775, 47.4041200138819], [9.365755520648886, 47.404039337200466], [9.36527555344993, 47.40394950156948], [9.363719878109691, 47.40369697170352]], [[9.366679510002214, 47.41100504418141], [9.366533023797617, 47.41137339630035], [9.366380014642498, 47.411925553397786], [9.366041755358443, 47.41223322756708], [9.365852156968183, 47.41234942017002], [9.365623082852789, 47.41243106519369], [9.365066981681542, 47.41252743028865], [9.364674892086288, 47.412630321462984], [9.364280631240012, 47.412824041857014], [9.363874416830145, 47.41314025601346], [9.363686161006642, 47.41336945572485], [9.363676808879488, 47.4136110937172], [9.363632551293614, 47.4137908666186], [9.363633332532052, 47.41399766882852], [9.363642945275286, 47.41426342383319], [9.363651526101918, 47.41431555317306], [9.36366688106397, 47.41436984281413], [9.363727507557472, 47.414472238829624], [9.363856805220328, 47.41457575643499], [9.364223024024048, 47.41484237509392], [9.36497454801667, 47.41539347443443], [9.365150382515171, 47.4155337221415], [9.365370546612388, 47.41572375090788], [9.365758393445551, 47.416050845942046], [9.366185171763195, 47.41637099391149], [9.366350645377741, 47.416502322698456], [9.366563762676828, 47.41670103540313], [9.366807463979205, 47.41695832827136], [9.367155424887427, 47.41732069639429], [9.367529270138547, 47.41770422296511], [9.367922628194208, 47.418015213950575], [9.368117974925875, 47.418148110186586], [9.368512311891974, 47.41842185550984], [9.369113613380149, 47.418824394022984], [9.369371358372835, 47.41902689790503], [9.369608987597097, 47.41921540486313], [9.36975235244736, 47.419331561743306], [9.370105926924907, 47.419649386977134], [9.37056239266281, 47.42009018785944], [9.371054358895973, 47.42055291611767], [9.37150888680142, 47.42098145946083], [9.371650609913631, 47.42110399454785], [9.371693825997252, 47.42113091445179], [9.371732740929277, 47.421164049471635], [9.371860132101826, 47.42130729982598], [9.371975797531272, 47.42145996145411], [9.372074677927941, 47.421565807405884], [9.372048853598669, 47.42166945307756], [9.371994276937563, 47.42180263043797], [9.371866591833879, 47.422149793053634], [9.371811059928634, 47.42232374769477], [9.371733737922598, 47.422541567069125], [9.371680564702848, 47.42266660249682], [9.371568540147509, 47.42286966102112], [9.371266160436392, 47.42336045602457], [9.371002701811838, 47.42362261493598], [9.370711022047784, 47.423733404195985], [9.37010772876115, 47.42325036841739], [9.369611451668241, 47.422837397578206]], [[9.369611451668241, 47.422837397578206], [9.369148192155405, 47.4224645398508], [9.369475491764627, 47.422055246818275], [9.370662185219256, 47.42251927379905], [9.371568540147509, 47.42286966102112]]], ""type"": ""MultiLineString""}";80.180
47.40434133839242,9.303413128529856;"{""coordinates"": [[9.27603135445749, 47.38976766747859], [9.275912803824621, 47.3896691057612], [9.27581153684838, 47.38962262492528], [9.275641772443048, 47.38956141477869], [9.275455810786557, 47.38950352525846], [9.275271748266599, 47.389440433906124], [9.275125350453392, 47.38939337921854], [9.275057514843882, 47.389351409132736], [9.275028926744477, 47.38930748785678], [9.27504995214609, 47.389244697805296], [9.27509734039432, 47.38918387821964], [9.275147243469627, 47.38914015083682], [9.27521383977394, 47.38909310108371], [9.275285841754558, 47.389051475809076], [9.275409444141166, 47.38898061365039], [9.275615456143333, 47.38887913174746], [9.275883592633262, 47.38874825167281], [9.276103263023757, 47.388635729705726], [9.27631581863666, 47.388527881086354], [9.276495985324825, 47.388422508074655], [9.276629985305714, 47.388330506977624], [9.276726979053883, 47.38825728965771], [9.276820004259639, 47.38819013987433], [9.276907004461684, 47.38810301525923], [9.277018149716246, 47.38799129428973], [9.277121001544499, 47.387886002578135], [9.27721037356942, 47.3877788031061], [9.27730248549223, 47.387670082797925], [9.277391377244404, 47.38754634757258], [9.277506765312744, 47.38741409782686], [9.27762703899183, 47.387307405322986], [9.277774391212395, 47.38719319312574], [9.277956008056462, 47.38708448010219], [9.278084817671312, 47.38702070913447], [9.2782785616808, 47.386927724247975], [9.278387204929276, 47.386883009131935], [9.27848593169522, 47.38682660958272], [9.278628973560506, 47.386758155025966], [9.27878520586748, 47.38667316517036], [9.278927286375954, 47.38660353117296], [9.27904359043534, 47.386533156452565], [9.279158083920027, 47.38646233134514], [9.279277996253507, 47.38636997332103], [9.279405025049446, 47.38628420805071], [9.279494503974954, 47.38624171480352], [9.2796052219745, 47.38618545034865], [9.279697243510673, 47.38613252738867], [9.27977901950606, 47.38607019769529], [9.279803935391316, 47.38602354060003], [9.279839073173221, 47.385983563231896], [9.279862388880126, 47.38592868681002], [9.279878675922317, 47.38587044710257], [9.279911647134659, 47.38583864209606], [9.279986492213434, 47.38580053768059], [9.280082767543998, 47.38577303315918], [9.280172503372325, 47.385758953381846], [9.280258677483694, 47.38575816969011], [9.28039915465772, 47.385766237536046], [9.280576574683732, 47.385773238611165], [9.280736364615686, 47.3857797596173], [9.280913104100314, 47.38580219453646], [9.281133882620619, 47.385830851842066], [9.281350475389612, 47.385857842138634], [9.281546014726247, 47.38588863135107], [9.281743361683322, 47.38593368660477], [9.281895126977009, 47.38597883946476], [9.282073844661976, 47.38603216006993], [9.282273235825778, 47.38609924460167], [9.282384202781374, 47.386128538165444], [9.2824596447587, 47.386153690250275], [9.282570273270267, 47.386180537020614], [9.282672070281704, 47.38620278308598], [9.282789514423602, 47.386210404968544], [9.282884883942117, 47.386218731540204], [9.282918530099339, 47.38623088923136], [9.282960938499626, 47.38625780757691], [9.28299355988312, 47.38629186119457], [9.283044598701412, 47.386333583618146], [9.283125076613523, 47.38635125879763], [9.283191472869419, 47.38637825694361], [9.283259773706117, 47.38639985096792], [9.283344497772859, 47.38643982115956], [9.283634149512412, 47.38656162401373], [9.284069706287987, 47.386782626521345], [9.284508839083362, 47.387000901088264], [9.285289559046825, 47.38741110193578], [9.285811149802342, 47.3876783997359], [9.286221848415709, 47.38790116582449], [9.28736868108783, 47.38849967028047], [9.288001754832786, 47.38882510090262], [9.28852237118348, 47.389089988881], [9.289161374823793, 47.38941461143697], [9.289581966086017, 47.38963270229196], [9.289901086776283, 47.38979350924959], [9.29014533355069, 47.389920357696795], [9.290291758212435, 47.390001178809975], [9.290394447638958, 47.390063051719565], [9.29052295836903, 47.39013595549195], [9.290903402850063, 47.39032950192721], [9.291420066881576, 47.39059913405821], [9.291540804848156, 47.39066411815943], [9.29168542456943, 47.39073832223234], [9.291826195771861, 47.3908020885323], [9.291951966264559, 47.39086481573147], [9.29205748687698, 47.39091149695031], [9.292170700485208, 47.39095175984408], [9.292261038992601, 47.3909803105611], [9.292464153896752, 47.39104598604106], [9.292687259134713, 47.391103000043444], [9.293102135886455, 47.39121345812449], [9.293558682100722, 47.3913350779733], [9.29378015405993, 47.391401623461526], [9.293956177058323, 47.391458575119145], [9.294099123592707, 47.39152135715093], [9.294273400384446, 47.391583478029425], [9.294551292939063, 47.391700679439836], [9.296393924569541, 47.39263293269339], [9.298234510036876, 47.39355815615129], [9.298473083495086, 47.39368073183551], [9.298599368851479, 47.39375996664788], [9.298728569604648, 47.39384656552337], [9.298821781415233, 47.3939262605111], [9.298894393223701, 47.39400801756311], [9.29895493772567, 47.39410637061833], [9.298981927235639, 47.39421914847349], [9.298990760055991, 47.39432438935889], [9.298951621540045, 47.394426260564956], [9.298876034075617, 47.394486035775024], [9.298563452471484, 47.39469325248895], [9.298491064393952, 47.394759349655004], [9.298437917246668, 47.39483583159994], [9.298388721256527, 47.39490741352838], [9.298345091904281, 47.39499249754065], [9.298311180175654, 47.39509417530713], [9.298283115216837, 47.39521994319237], [9.298266991331989, 47.3953348318081], [9.298263565319782, 47.3954444213026], [9.298274660790854, 47.39551438587735], [9.298318857793111, 47.395602021516176], [9.2984286832752, 47.39578670170643], [9.298450166938409, 47.39586081153955], [9.298448596940693, 47.39593307671913], [9.298431935997826, 47.39599391639533], [9.29839795296472, 47.39606067597629], [9.298339097266803, 47.39615822793849], [9.29829157054933, 47.39623738243508], [9.298266583716863, 47.396316487692324], [9.298281871095686, 47.39638079743298], [9.298314289852566, 47.396427856703035], [9.298364944569682, 47.39647123168159], [9.298438373500154, 47.39650670145453], [9.298899482034104, 47.396702181877046], [9.298950087094527, 47.39673292595779], [9.298992700292894, 47.39677449595491], [9.29904216386953, 47.39683067302826], [9.299073936249572, 47.39690442952764], [9.29909283583431, 47.396993716795], [9.299114608875401, 47.39713034102218], [9.299136662548944, 47.39722688673547], [9.299157524726889, 47.39729211107272], [9.299189510928239, 47.39737281722845], [9.29923151978351, 47.39747260878196], [9.299286872824439, 47.3975693021377], [9.299363738737974, 47.39766510894597], [9.299438620146026, 47.39773575103249], [9.299516263089593, 47.39780730871394], [9.299588793265201, 47.39787999426868], [9.299650232774159, 47.39793909192206], [9.299688085686284, 47.39799954090129], [9.299740951838082, 47.398096922944774], [9.299769491658427, 47.39818280339793], [9.299767741932117, 47.39824381736831], [9.299746368690926, 47.39829579610984], [9.299694654919497, 47.39833988821303], [9.29961324051296, 47.39837187681222], [9.299506782348542, 47.39838449141216], [9.299409752642056, 47.39838968189488], [9.299287445352467, 47.39837232924884], [9.298779498572248, 47.39827113983993], [9.298443124307758, 47.39820506241867], [9.298111173754318, 47.398157640087675], [9.297569644358608, 47.398087486725316], [9.297103805613679, 47.398033656416246], [9.29697520020496, 47.39803179290197], [9.296876584901897, 47.39803992929868], [9.296810527617438, 47.398073550233825], [9.296797937439775, 47.39813006905976], [9.29685045932333, 47.39820118011623], [9.296935073491525, 47.39825828540436], [9.29703874971055, 47.39832286798054], [9.297149967237575, 47.39837518256132], [9.297489056054616, 47.39847257957845], [9.29809341840091, 47.398639495841906], [9.299039082804894, 47.39891779715863], [9.299996615261179, 47.39921000893979], [9.300370290092332, 47.399330702079915], [9.300673949186633, 47.399438870591254], [9.300965066077719, 47.39955272868252], [9.301248204043668, 47.399669457125675], [9.301546875970013, 47.399803342450795], [9.3017594065774, 47.399915672194304], [9.30192810026977, 47.400007675475166], [9.302235188994258, 47.400193667497796], [9.30248579547512, 47.40037178209394], [9.302683715762411, 47.40053636497469], [9.302824539738225, 47.400666474165], [9.302966518910484, 47.40080643913626], [9.303186344838739, 47.40105309737961], [9.30340255562003, 47.40133955302138], [9.303756983615415, 47.401879389838065], [9.303928618697876, 47.40215468226675], [9.304037409079159, 47.402340457074615], [9.304033134016555, 47.40239700800344], [9.303977673189088, 47.402436961026964], [9.303808910911659, 47.4024891228752], [9.303652844499084, 47.40255648643826], [9.30357094189501, 47.402605407787455], [9.303528132959237, 47.402664271981536], [9.303536035627955, 47.40271380352835], [9.303605123102093, 47.402759100976155], [9.303759828084372, 47.40280475075659], [9.303959970018516, 47.402869051815486], [9.304080469478404, 47.40293820046406], [9.304227280773224, 47.40304387952722], [9.304412894354227, 47.40329919788044], [9.30450415262646, 47.40346518654916], [9.304543049354972, 47.40356522625108], [9.304539670115627, 47.4036348323404], [9.304534844967707, 47.403689862964285], [9.30450208410103, 47.40373533271131], [9.304442722314883, 47.40378579489382], [9.30435179885916, 47.40383790214944], [9.30425862020986, 47.40387907325991], [9.304153451639333, 47.4039062585211], [9.303201244847294, 47.4041599715239], [9.303098670958514, 47.40419736825728], [9.302936030908592, 47.40428186558443], [9.302432850085415, 47.40456258636719], [9.30233613193858, 47.40461485729865], [9.302237324269635, 47.404656828192195], [9.302125846342209, 47.40468889886073], [9.299283520554027, 47.40529320835319], [9.299219089722662, 47.40534232409329], [9.299189662674124, 47.40542207469261], [9.299215557558364, 47.405517608978336], [9.30004935826701, 47.40735816985313], [9.300068008969214, 47.40742816820841], [9.300064554871225, 47.40749577479946], [9.300071588162579, 47.40755934745902], [9.300062254189083, 47.40762351956813], [9.30008981020347, 47.407674766507675], [9.300133751270316, 47.40772532378063], [9.300218370325638, 47.40774730982408], [9.300377128458015, 47.407746520989654], [9.301629691386951, 47.40767974878953], [9.303088989822891, 47.407598791730464], [9.303629031892582, 47.407568284932175], [9.304249474479194, 47.40752973418855], [9.305035329331016, 47.40746882068205], [9.305499109074672, 47.407459752540554], [9.306137389960151, 47.40744263924388], [9.306996624185022, 47.40740777770675], [9.308715225753724, 47.40729327257207], [9.309637617353884, 47.407261485812406], [9.310188061325139, 47.4072716037957], [9.311059601150669, 47.40734355171193], [9.311689814981694, 47.40741788412488], [9.31230160002537, 47.40748901169617], [9.312742610297724, 47.40752795279248], [9.313219218740901, 47.40755068675196], [9.313662346426081, 47.40755925381412], [9.313770231221094, 47.407575621477044], [9.313857780107176, 47.40762109449889], [9.31392548206535, 47.40767846575945], [9.313948384655138, 47.40775977301515], [9.313852225003728, 47.40861895662041], [9.313828341286571, 47.40879876475015], [9.313760019851767, 47.409198330622345], [9.313631727118965, 47.40967176980671], [9.313446264073523, 47.41030713474372], [9.313144526125136, 47.41116222453033], [9.312840550248458, 47.41193850595799], [9.312174192083475, 47.413626736862696], [9.31196917923568, 47.41419436705987], [9.311906204429885, 47.414377060266204], [9.311860767037944, 47.414563755253376], [9.31182485533213, 47.41483053983273], [9.311857735002114, 47.41506566692579], [9.311913659152589, 47.41526298113467], [9.312006468903844, 47.415511180870816], [9.31210792748776, 47.4157144850612], [9.312456594947195, 47.41634371571836], [9.312643738816432, 47.41665214412917], [9.312749771350877, 47.41677733429279], [9.312832130919704, 47.416811229695675], [9.312946670571622, 47.41682513567135], [9.31305293900248, 47.41681655223405], [9.31372969770568, 47.4167946082338], [9.31384086376196, 47.41677799036283], [9.313946957477869, 47.41674171138075], [9.314077351795651, 47.41668501926023], [9.314222193576562, 47.41663230429183], [9.314336836584559, 47.41661131711217], [9.314454252228202, 47.41661661611647], [9.314612550013583, 47.41663872475011], [9.31476867351371, 47.4166837965818], [9.315031958876933, 47.416772985181815], [9.315214078584027, 47.416821342795664], [9.315292149656672, 47.41687402388188], [9.315300482105243, 47.416952927877254], [9.315078837770379, 47.41765762488838], [9.315025293605999, 47.41775958748654], [9.314947540688955, 47.41784860081567], [9.314876021732191, 47.41794474655783], [9.314818306561474, 47.4180582246513], [9.314753281010828, 47.41820964925992], [9.314714447936735, 47.41834881571366], [9.31466569791494, 47.41849621331044], [9.314620531168854, 47.41863631773646], [9.314601603078438, 47.418760384235995], [9.314609438569292, 47.41893500553097], [9.314626052658436, 47.41903146764316], [9.31462047580326, 47.4191222829499], [9.314578709873325, 47.41919204849789], [9.314452043694757, 47.419250231939316], [9.314324055495462, 47.41929373335242], [9.314261469382034, 47.41932952633169], [9.314239692401674, 47.419382674343424], [9.314277118631374, 47.41947096761883], [9.31468325977997, 47.420204848799315], [9.314785653660866, 47.4204200512779], [9.314878708799279, 47.42058597418393], [9.314974342118632, 47.42072293457782], [9.315073601406462, 47.42084165635398], [9.315181127041456, 47.420948548642606], [9.31532058458331, 47.421067898876146], [9.315435157765487, 47.42113132810853], [9.31559953009563, 47.42120329662447], [9.31585608773022, 47.421292140483175], [9.316401756103618, 47.421487893673536], [9.316744040716088, 47.42158465583189], [9.317017635120926, 47.42164463847588], [9.317245390293207, 47.42168119436913], [9.31772916647621, 47.421740169844426], [9.31789010749964, 47.42176148132539], [9.318156305947035, 47.42178813010331], [9.318339332392048, 47.421803989837564], [9.31856547704987, 47.421829082403626], [9.31883148799599, 47.42187427695045], [9.319087319912441, 47.42192713378599], [9.319283115850133, 47.421979464472535], [9.319699856042762, 47.42207456178315], [9.319947393170796, 47.42211934554501], [9.320095047562067, 47.422124909848705], [9.320243235186311, 47.42212887785932], [9.320400981461532, 47.422118126371856], [9.320546457008419, 47.422100750005924], [9.32067455946276, 47.42207003653504], [9.320789428108077, 47.42202908501211], [9.320939200936088, 47.421958262502834], [9.321066103989837, 47.421872977817934], [9.321239956173802, 47.421802222817455], [9.321364226080759, 47.42178144023581], [9.321459077741268, 47.42177326543629], [9.321577314664435, 47.421781977541016], [9.321759718342133, 47.421801545676644], [9.32203104061652, 47.4218231182445], [9.322261238567231, 47.42185055012812], [9.322475972446187, 47.42188550598172], [9.322976359250685, 47.42200299226488], [9.324069893269943, 47.42226658004866], [9.324326974728056, 47.42234583468005], [9.324943635231024, 47.42258822170554], [9.325425504628143, 47.422771694244794], [9.325826131780342, 47.422890406760985], [9.326220210675213, 47.42297363787517], [9.326740176790524, 47.42302823492214], [9.327288200322409, 47.42305680711674], [9.327884131696543, 47.42305821359857], [9.328188102023688, 47.42305694689287], [9.328324617675433, 47.42307645876037], [9.328414338299519, 47.42310060945057], [9.3284844560052, 47.42313819415352], [9.328557459162559, 47.42320178843519], [9.328633958633135, 47.42325448667856], [9.328745367773921, 47.42326395658312], [9.328884284544968, 47.4232236196111], [9.329150548556676, 47.42312341809576], [9.329311337006212, 47.423070326500124], [9.329454436729101, 47.42302605598649], [9.329544203053269, 47.42299177971075], [9.329646743361842, 47.422967863805724], [9.329750627354159, 47.422947380885944], [9.329854646936624, 47.42293068714741], [9.32997034295563, 47.42291706843984], [9.330092281262498, 47.42290916341077], [9.330221682700838, 47.42291102807055], [9.33039272937764, 47.422920208062166], [9.330524497733903, 47.42293544247316], [9.33065884588013, 47.42296797594621], [9.330806567344649, 47.42302513942327], [9.330942506861591, 47.42307911791057], [9.33105381693668, 47.423122704828096], [9.331170549705114, 47.423155004172315], [9.331309400025303, 47.42318980442417], [9.331430285399199, 47.42322513817972], [9.331528895756737, 47.423254275547045]], ""type"": ""LineString""}";158
47.41327929811503,9.346564722025628;"{""coordinates"": [[9.332487000012511, 47.402133572328786], [9.332573062847409, 47.402035690590786], [9.332675307380997, 47.40201962873956], [9.332772016199618, 47.402058232987955], [9.33281844153086, 47.40211966323325], [9.332824238048604, 47.402177528076294], [9.332786220532897, 47.402212420503], [9.332687391125251, 47.40223688794527], [9.332231235412529, 47.402341256045716], [9.331775107253524, 47.402411352416614], [9.331291228607618, 47.40243705630923], [9.330931422889105, 47.402447185758476], [9.330697983753609, 47.40247132014748], [9.330506759270921, 47.40252606938517], [9.33035179099434, 47.40261914625551], [9.330227269298032, 47.4027624922473], [9.330201460632141, 47.40294822044552], [9.330273063790465, 47.40310442373378], [9.330429766971516, 47.40323554177711], [9.33063433830733, 47.4033108780421], [9.330844519701104, 47.40333366351678], [9.331073277301305, 47.40331806926043], [9.331428701914897, 47.40325470888323], [9.331678976845724, 47.403213378037066], [9.331985650383277, 47.40321596351541], [9.332282363149224, 47.403288941471864], [9.332881112688389, 47.403514339746785], [9.333231797339389, 47.40363296153247], [9.333524717499618, 47.403704305339474], [9.333727790887169, 47.40373735568611], [9.333925219783112, 47.403751884574056], [9.334185809569238, 47.40375522114333], [9.334450385145594, 47.403730572870984], [9.33484399433526, 47.403654727091414], [9.33522993611544, 47.40353839003669], [9.335747871496798, 47.40334880453336], [9.33606657709831, 47.40323441352994], [9.336487240990614, 47.40311326927259], [9.336837037711085, 47.403066902069064], [9.337153220941676, 47.403056625158314], [9.3374957344024, 47.40308568306681], [9.337927870170985, 47.403181803439864], [9.338536121377244, 47.403393482606454], [9.339009383514657, 47.40355914889829], [9.339137952956083, 47.403634876608216], [9.339111080670195, 47.4037199327531], [9.33896368097092, 47.40385012844216], [9.338691753365698, 47.40419305959942], [9.338568702948972, 47.40437700351041], [9.33850520383817, 47.404553193042155], [9.338506220404449, 47.4047215503808], [9.338583288408355, 47.40516956692151], [9.338513395668905, 47.40551592694947], [9.33838175032954, 47.40580830804019], [9.33822368761747, 47.40599623061307], [9.337995527769117, 47.406167952028966], [9.33772639736426, 47.40629447247108], [9.33744627258981, 47.40639148811658], [9.336771955620106, 47.40659621542956], [9.336118410225854, 47.40678699736506], [9.335879711394114, 47.40688154435712], [9.335687994692773, 47.406995860128774], [9.335549805545222, 47.40714567276624], [9.33551116422131, 47.40733454950104], [9.335566509068125, 47.407508190575776], [9.33572763843753, 47.4076792402082], [9.336037207096352, 47.40783199128973], [9.336446044914997, 47.407992413602145], [9.336820071861284, 47.40821402647766], [9.3370528512318, 47.40848126123593], [9.337130445543764, 47.40868955954792], [9.337139306869323, 47.40893795782945], [9.337030521992572, 47.409214270646906], [9.336792328157735, 47.40954639899986], [9.336624159411164, 47.40976739582678], [9.336389542379916, 47.410098097309366], [9.336296970419136, 47.41028718033837], [9.336264017023646, 47.410364797422005], [9.336285697255514, 47.410441418674786], [9.336387507859268, 47.41051868120625], [9.33706418188006, 47.41065373600051], [9.337093942590784, 47.410723411210775], [9.337032395723343, 47.410813906165295], [9.336850233723911, 47.411062544922586], [9.336217339322848, 47.41197459777486], [9.336233032568442, 47.41198228417942], [9.33688838893533, 47.41235872488772], [9.33734770653768, 47.4126291405251], [9.337831753646615, 47.41293873116708], [9.338142941822719, 47.41316143996774], [9.33844673907979, 47.41339482552232], [9.338797123050492, 47.41366262875154], [9.339094286362513, 47.413891724139816], [9.339407445680747, 47.414096804782986], [9.339703559209564, 47.41425994117201], [9.340208089676098, 47.414489138299594], [9.340743140300013, 47.41470199803124], [9.341369456621155, 47.41493006357412], [9.341795759922215, 47.415109512435066], [9.3422228842158, 47.415311828824905], [9.342923306690983, 47.41561870885751], [9.343384972694675, 47.415772071019816], [9.343746219305611, 47.41587166798527], [9.34425674106044, 47.41594153444827], [9.344629315490819, 47.4159591379265], [9.345166088597823, 47.41596611195893], [9.345731494863799, 47.41597613032049], [9.346297804719711, 47.41601163978399], [9.346910712170393, 47.41608156517604], [9.347501925780389, 47.41619670329607], [9.347805685391291, 47.416283166654246], [9.348138048234166, 47.416407857273924], [9.348603069561891, 47.416618321194974], [9.349338040459763, 47.4169474680512], [9.349895053003436, 47.41719247493567], [9.350612996022615, 47.417516621310135], [9.351162873269448, 47.417779331247694], [9.35168427820783, 47.41804334946324], [9.35229904758758, 47.41834456013811], [9.353025431928753, 47.418686146625355], [9.35358572937939, 47.41894954807533], [9.354152528993282, 47.41921372528937], [9.354331250519358, 47.41928201210816], [9.354782166381975, 47.41949532403245], [9.355307069504137, 47.41978269798845], [9.355583232223806, 47.41996548271892], [9.356139472564044, 47.42025973348474], [9.356630793339034, 47.42051459528774], [9.357020629657182, 47.420650626947356], [9.357365795858154, 47.420769806382644], [9.357779640313753, 47.42088872399565], [9.358126706015764, 47.42096027536541], [9.358276250791036, 47.420985847983715], [9.358506534991136, 47.42102522642638], [9.358893404209102, 47.42109735519057], [9.359685160333155, 47.421126666350105], [9.360949624750527, 47.421203394127566], [9.361637942089663, 47.4212685995987], [9.36220911768922, 47.42133201185889], [9.362656221976373, 47.42139413980062], [9.363209452514349, 47.421502964514474], [9.363462325053181, 47.42154463177308], [9.363629567907585, 47.4215437620931], [9.363772615130951, 47.42151790672884], [9.363925481553252, 47.42147081117086], [9.3641809072844, 47.42137123000762], [9.364333745106627, 47.42128437542618], [9.36442534790065, 47.421179739848476], [9.364562955289944, 47.42109406193326], [9.364916082997171, 47.42088561225745], [9.365378829505136, 47.42061656146547], [9.365830029219174, 47.42035397867206], [9.366063918153845, 47.420219410074736], [9.366214417102418, 47.42015013875768], [9.36638192770359, 47.42015590266184], [9.36653578253225, 47.42029541542477], [9.366689799133322, 47.42041609502564], [9.36687392864919, 47.42055567224468], [9.367131049614713, 47.42076079152731], [9.367316307994162, 47.42090833776584], [9.367578580442615, 47.42111622237395], [9.367695000258756, 47.42117362089781], [9.36784525491215, 47.42123673172878], [9.368130356939917, 47.42137861530234], [9.368490412938653, 47.42154720530271], [9.369192652539445, 47.421831615810895], [9.369444122348016, 47.42193280953023], [9.369577821690996, 47.421986014142874], [9.369549990026988, 47.422134520421395], [9.369296792187052, 47.422436411630365], [9.36954645899076, 47.422655484772086], [9.36985728007654, 47.42294752568491], [9.370208087567075, 47.42322999192233], [9.370592444321714, 47.423548636823035]], ""type"": ""LineString""}";2
