Geo Point;Geo Shape;Wärmeversorgung
47.44489418469749,9.417949529383648;"{""coordinates"": [[[9.419757277406372, 47.44695901129191], [9.419652657781487, 47.4467587604873], [9.419116805697884, 47.44586882630955], [9.419061366061841, 47.445769001660246], [9.418819442294964, 47.4453099668522], [9.418581426740966, 47.444852133171125], [9.418242540983975, 47.4442035374364], [9.417731892353562, 47.44322614724911], [9.417743697470998, 47.44322299416838], [9.417440379871488, 47.442669415325064], [9.416899654408285, 47.441979789658454], [9.416615201694468, 47.442477984465974], [9.416145238370254, 47.44226505143566], [9.415853202071165, 47.44215185420629], [9.415577815197615, 47.442079478401276], [9.41555384187044, 47.44224947104291], [9.41557229904362, 47.442542067655424], [9.415646078794294, 47.44266498122641], [9.416641887347332, 47.4429914042319], [9.417453729559812, 47.443434868733604], [9.417299160145218, 47.44355570671511], [9.417360670350263, 47.44358034909761], [9.41684829200902, 47.44385633482571], [9.41696566783172, 47.443957106950066], [9.41719704093354, 47.44427175478023], [9.417348403604146, 47.44467513153565], [9.41741324746404, 47.444992629025734], [9.417514417027702, 47.44526838884864], [9.417750883742851, 47.44551614640271], [9.418198942143475, 47.44574999726717], [9.418513924956313, 47.445867933129456], [9.418613942263299, 47.446112888378735], [9.418494048962746, 47.446351326203555], [9.418065868441417, 47.44665156997808], [9.417771853972905, 47.44681610043212], [9.41785651301225, 47.44691992388696], [9.417874317718248, 47.44691438289089], [9.418030280471758, 47.446862850667735], [9.418416183397087, 47.44739166661605], [9.41838773738063, 47.44741348536121], [9.418439210873279, 47.44748512794217], [9.418524356916183, 47.447602329970444], [9.418581572581276, 47.44768107167579], [9.41885195369728, 47.44759312077696], [9.41944838444877, 47.44738961446946], [9.41965428041809, 47.44710260333256], [9.419757277406372, 47.44695901129191]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.41230638921525,9.361074885680141;"{""coordinates"": [[[9.362470575746084, 47.41369118895043], [9.362622366367539, 47.4136688954576], [9.362718017569902, 47.413686366986916], [9.362758233114036, 47.41368789252741], [9.362761694464822, 47.41368721410481], [9.362759785854445, 47.41368794764171], [9.362777477928386, 47.41368861568209], [9.362800785726392, 47.413669001293016], [9.362879738481059, 47.413602549342535], [9.363060011537685, 47.41352964153125], [9.363185124518902, 47.41346198868879], [9.36120865538266, 47.412934875568034], [9.359839842325133, 47.412319687237535], [9.360087713225072, 47.41219178695077], [9.361177102175528, 47.41244979626426], [9.362305667163477, 47.411850184996986], [9.362565884171001, 47.41161449841174], [9.362391036479913, 47.41148416651066], [9.36191990254771, 47.41113293696554], [9.361352784099351, 47.41135471041726], [9.361344554416853, 47.41144171187964], [9.361293104072766, 47.411470719177196], [9.361040225355852, 47.4115838247307], [9.360943512192808, 47.411613171104655], [9.36079313512976, 47.411658686809474], [9.360495594596681, 47.41169079784682], [9.360224021887063, 47.411720083076446], [9.35996237176827, 47.411748150029766], [9.359935912049059, 47.411750209457246], [9.359950665155177, 47.411812690078165], [9.359956647425191, 47.411919329072454], [9.359944150298418, 47.411918628205285], [9.35957441383102, 47.411897461505674], [9.35958024538271, 47.41187468352919], [9.359291333453582, 47.41179333283582], [9.35931398787123, 47.411756330127425], [9.359276238993077, 47.411737533469406], [9.358971765287365, 47.41235792380588], [9.35899294227104, 47.41236152144628], [9.359251613456312, 47.41244880968763], [9.359499560740401, 47.412503707106254], [9.359533257743895, 47.41251267454257], [9.359692384683937, 47.41255491413975], [9.359732439419469, 47.41256523329934], [9.359919387390619, 47.41264935811126], [9.35992211976011, 47.412650149381925], [9.3617008077404, 47.41342845701622], [9.362076338356571, 47.41358325863383], [9.362014794477746, 47.41368585742065], [9.362206090746756, 47.41371733772082], [9.362356849340262, 47.41373030237678], [9.362470575746084, 47.41369118895043]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.41782010377529,9.348122286736492;"{""coordinates"": [[[9.34801339025102, 47.41733129954437], [9.347938421098302, 47.417110713489244], [9.34733502462158, 47.41734250672939], [9.34791447427356, 47.41784483315222], [9.347535059261507, 47.418057829642095], [9.348718054153201, 47.418429101615764], [9.348793455848861, 47.418310294217186], [9.348841382304453, 47.41820414059185], [9.348761351583608, 47.417970440439376], [9.348412283455763, 47.417705784594055], [9.34801339025102, 47.41733129954437]]], ""type"": ""Polygon""}";Fernwärme in Betrieb
47.42013807201042,9.356046754119772;"{""coordinates"": [[[9.356731693743228, 47.42035074620063], [9.356621957554202, 47.420287727627795], [9.356574517060753, 47.420296621127655], [9.356411991554737, 47.420204771049676], [9.35613828592646, 47.420009404091665], [9.355902309765534, 47.419867445326275], [9.355639667536316, 47.419758334943516], [9.355367822234852, 47.41994654996878], [9.355797643289934, 47.42016633720066], [9.35652413729973, 47.42054733446673], [9.356731693743228, 47.42035074620063]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.406217085262504,9.338356035159148;"{""coordinates"": [[[9.338017772163754, 47.406850166216884], [9.338811067281299, 47.406335559083836], [9.339114787734333, 47.40639060783954], [9.33924589454235, 47.40598225470849], [9.339231239123878, 47.405717585133026], [9.339096231712839, 47.40543370796487], [9.338432021708394, 47.405628302075705], [9.338239815602098, 47.40592815891979], [9.337977111276865, 47.406147942379974], [9.3376083939174, 47.406312949948955], [9.337041826417618, 47.40647414509179], [9.3372191190068, 47.40648536560984], [9.337462300971277, 47.40673920796656], [9.337544705104245, 47.406861478446515], [9.337651356046845, 47.40695423671037], [9.338017772163754, 47.406850166216884]]], ""type"": ""Polygon""}";Fernwärme Ergänzungsgebiet
47.417059995681484,9.366529149192148;"{""coordinates"": [[[9.367011204124742, 47.417131734975605], [9.366325761558866, 47.41651513843245], [9.36589919407738, 47.41712778618477], [9.366250676990605, 47.41724519803974], [9.367033871712332, 47.41748231445889], [9.367207040327399, 47.41739603268808], [9.367011204124742, 47.417131734975605]]], ""type"": ""Polygon""}";Wärmeverbunde
47.41894055561863,9.369948270746926;"{""coordinates"": [[[9.3686739766256, 47.4181815980536], [9.368325179720872, 47.41805157997109], [9.368191416753461, 47.41813267998243], [9.36935405456655, 47.419002706036586], [9.36993646838202, 47.41915621228319], [9.370371418402145, 47.41931014757246], [9.370697586748872, 47.41948760948043], [9.371119685268594, 47.41979056471273], [9.371379858699814, 47.419525188000804], [9.371537235207109, 47.41936467901876], [9.371028375545661, 47.419162762288025], [9.370661377633267, 47.41902794525475], [9.370398782261775, 47.41893147175767], [9.369873969751328, 47.418692236920144], [9.369505683124194, 47.4185396240841], [9.369491054505202, 47.418533561732865], [9.369377780414244, 47.41848661955235], [9.369052179132835, 47.41834204602056], [9.368778932677682, 47.41822070864404], [9.3686739766256, 47.4181815980536]]], ""type"": ""Polygon""}";Wärmeverbunde
47.44582700940627,9.395143120730907;"{""coordinates"": [[[9.395630423747333, 47.4456231893233], [9.39517884984935, 47.444668818289394], [9.394806728986605, 47.44464791782855], [9.394763068035983, 47.44465723956018], [9.394408939798227, 47.44473291134004], [9.394473762799748, 47.44487715863946], [9.394544433611095, 47.44503436138023], [9.394671964540063, 47.44531794331029], [9.394790216706838, 47.4452805849832], [9.394894835372488, 47.445503294883345], [9.394970601150163, 47.445664468728715], [9.395014843260817, 47.44575857373268], [9.395095428160083, 47.445929958328], [9.395136903298212, 47.4460191348576], [9.394887515660796, 47.44610063771413], [9.394717156676192, 47.44615431627744], [9.39461088236278, 47.44618781013232], [9.394330421275763, 47.4462755054588], [9.394392013472377, 47.446381606857074], [9.39457856039014, 47.44670293083391], [9.394648465125824, 47.44682334937822], [9.39597121272068, 47.446545687042146], [9.395864968562964, 47.44616036077118], [9.395630423747333, 47.4456231893233]]], ""type"": ""Polygon""}";Wärmeverbunde
47.44281772239573,9.401792843812022;"{""coordinates"": [[[9.404157741865887, 47.445169003611376], [9.403829317500337, 47.44451990287734], [9.403776692302028, 47.44438486377131], [9.403621819555939, 47.44398739657928], [9.40350305668938, 47.44358370140765], [9.403485265694417, 47.44352318495771], [9.403436615428012, 47.44335783065781], [9.40310510994818, 47.44227380854205], [9.402782027025886, 47.44106660098747], [9.402670173536494, 47.44066867135017], [9.402219056028452, 47.44072904745949], [9.402183127711377, 47.44063299532873], [9.401818731707392, 47.440586453510996], [9.401796886051798, 47.44052091341897], [9.401009038308787, 47.44058261223368], [9.400435313823388, 47.440473753230926], [9.40044858946586, 47.440521265317486], [9.400503291620893, 47.44071404853701], [9.400532249055235, 47.440816058407414], [9.400531756441358, 47.44081888278689], [9.400707151462584, 47.44144650538112], [9.40069287362922, 47.44144663074981], [9.40060632128709, 47.44157298518992], [9.400617015047066, 47.44166483263037], [9.400695205001641, 47.44166413538123], [9.400697818408315, 47.4416731508688], [9.400699567816973, 47.44167312117742], [9.40070872633317, 47.441710743571875], [9.400754505394003, 47.44186863529153], [9.400629692926671, 47.44188529255534], [9.400631616794692, 47.441892511376636], [9.400694643339094, 47.44211030840634], [9.400764441775076, 47.442351337318044], [9.401149495591289, 47.44230004191753], [9.401189048017992, 47.442436842556035], [9.4013334634333, 47.44248852496851], [9.401331271704473, 47.44248950684922], [9.401241678473173, 47.44252983135288], [9.401181578652537, 47.44250039724775], [9.40111526891042, 47.442496394700505], [9.400951125754501, 47.442486567406306], [9.400944221460588, 47.442487062469], [9.400919645578654, 47.442488802158614], [9.400703788729514, 47.44250396387635], [9.400669312082522, 47.442484279078414], [9.400648061139108, 47.44248699691944], [9.400585708835834, 47.44249500969125], [9.400618161859864, 47.44250836807559], [9.400780765365944, 47.44254477171592], [9.400629979838154, 47.44260552255295], [9.400580976422113, 47.44262525660266], [9.40058254199801, 47.442626354641085], [9.400484093355395, 47.44266427371786], [9.400473064343425, 47.44266871639564], [9.400316006335318, 47.44273201140148], [9.400151291190339, 47.44279841406686], [9.400014251905116, 47.4428536406832], [9.399978066991968, 47.442868199720095], [9.3997123604405, 47.442904664129834], [9.399328412822696, 47.44295733938457], [9.39906984169562, 47.44299276360533], [9.3989453593839, 47.443009827247764], [9.398833649348424, 47.44302512673388], [9.398816760799688, 47.44302747336897], [9.398812104454368, 47.44303535259324], [9.398849089559537, 47.44313357393795], [9.39887588008572, 47.443173218665244], [9.398953828409361, 47.44326056995517], [9.398998084273076, 47.4433898240732], [9.3991480519317, 47.4435569076861], [9.399316119710688, 47.4436666800689], [9.399412558296413, 47.4437702716839], [9.399578993988506, 47.4439296440494], [9.399718310456477, 47.44391812210629], [9.399783887810598, 47.443946825276605], [9.39978605611206, 47.443947004418945], [9.399842024229482, 47.44393232578266], [9.399917023514224, 47.44391153928299], [9.400191776966713, 47.44383543379246], [9.400181806073286, 47.443802395570415], [9.400227984934144, 47.44379594402093], [9.400219372594318, 47.44376738117882], [9.400221093320289, 47.443771967370346], [9.400223393228108, 47.44377643577233], [9.400226257406777, 47.44378074165338], [9.400229659017665, 47.44378487647212], [9.400233582818379, 47.443788786505884], [9.400237988053606, 47.44379244545562], [9.40024284755315, 47.443795835788556], [9.400248120561635, 47.443798931205556], [9.400253831597405, 47.443801677309445], [9.400259874299875, 47.44380406690804], [9.400266208908052, 47.44380610067584], [9.400272767827781, 47.44380774377234], [9.400279524220075, 47.44380898765612], [9.400286411816758, 47.44380983345145], [9.400293376940114, 47.44381026407545], [9.400300379829106, 47.443810280202825], [9.400436852426308, 47.44380688481874], [9.400475529896427, 47.443809557320805], [9.400492863391147, 47.44381243906761], [9.400499990852193, 47.443811877270036], [9.400516615646563, 47.44381639947109], [9.400574554796178, 47.44382605051731], [9.400896342886648, 47.44390769676278], [9.401103635896169, 47.4439733729903], [9.401105488862825, 47.44397650843065], [9.40110843617528, 47.44397731310152], [9.401236265418637, 47.44418935834283], [9.401374341460182, 47.44417260130193], [9.401576108147406, 47.444203111831946], [9.40166090329294, 47.44420520782877], [9.402428930969258, 47.44448216020661], [9.402534266180295, 47.44445937222687], [9.402583058229268, 47.44444610071484], [9.402596186144805, 47.44445755562855], [9.402662877716981, 47.44450236964354], [9.402688970614221, 47.44450972664544], [9.40295552310728, 47.444664478453944], [9.402983835424337, 47.44469530648272], [9.40301407310498, 47.444680937540745], [9.403245089926017, 47.44487892862577], [9.403182811923443, 47.44491236662199], [9.40325458184585, 47.445066306922634], [9.403426800373857, 47.44537035317453], [9.403862086795407, 47.44523114176841], [9.404157741865887, 47.445169003611376]]], ""type"": ""Polygon""}";Wärmepumpen Erdsonde
47.4374150499599,9.407533260702875;"{""coordinates"": [[[9.40832709802512, 47.43760840591396], [9.407972998688376, 47.43715067596159], [9.407677497178662, 47.43715257902378], [9.407528423334535, 47.43724284701548], [9.407004627001538, 47.43708007977045], [9.40671428986018, 47.43729331047699], [9.406768073725612, 47.437511649080676], [9.40826805782112, 47.437759813067025], [9.408321212666479, 47.43762351302469], [9.40832709802512, 47.43760840591396]]], ""type"": ""Polygon""}";Fernwärme Endausbaupotential
47.429824568171114,9.400067708896403;"{""coordinates"": [[[9.40164680495007, 47.42999733879356], [9.401304231247334, 47.42987327736325], [9.400938983275875, 47.429796572726545], [9.40100908692753, 47.42969354655512], [9.400452221766628, 47.42950870305935], [9.400175738407048, 47.429417146933936], [9.39988619722822, 47.42940547927982], [9.399578235069391, 47.42933609345197], [9.399274239777839, 47.42926387747453], [9.399135746283187, 47.42935932666866], [9.398637384574608, 47.42921942033275], [9.398444466271147, 47.429620588411595], [9.398467621456088, 47.42983893725081], [9.398811860752676, 47.43003469296869], [9.39913240908674, 47.43016708855968], [9.399461434180033, 47.42992387204], [9.399579555188414, 47.42992463006748], [9.39981507453181, 47.4300173505685], [9.40020525123971, 47.430107445907495], [9.4009598649366, 47.43025215408707], [9.401994692086094, 47.4304860523739], [9.402132629240656, 47.430251598064864], [9.401958046769137, 47.430155085050146], [9.40164680495007, 47.42999733879356]]], ""type"": ""Polygon""}";Fernwärme Erweiterung
47.43128002661036,9.3980497752834;"{""coordinates"": [[[9.399422135038712, 47.432160401494876], [9.39983324507735, 47.431724724732206], [9.399246313947522, 47.43144618796885], [9.399365953507472, 47.43112279849412], [9.398847737346705, 47.43106166456434], [9.3985001936787, 47.43102334753549], [9.398240149990249, 47.430928278102144], [9.397653791686967, 47.43059243156769], [9.397361832363455, 47.430741446909025], [9.397049047690091, 47.43073856903505], [9.396986519419725, 47.430450666494195], [9.396370226187113, 47.43041440430917], [9.396132902867281, 47.430876662246995], [9.397030091083133, 47.43107013758965], [9.396948856639444, 47.43140276129635], [9.397458747409518, 47.431488399417205], [9.397396067706365, 47.431691792611936], [9.39784008021328, 47.43178612088788], [9.397924586164581, 47.43151620333876], [9.398259404716844, 47.43155813871025], [9.398212068878218, 47.431701766836504], [9.398460987814463, 47.4317927604795], [9.39841365231147, 47.43193638867725], [9.398762270956414, 47.432114967296904], [9.39894918026814, 47.43195111301066], [9.399192767259368, 47.43203263184871], [9.399134596988922, 47.432116767780755], [9.399342283127828, 47.43221025832304], [9.399422135038712, 47.432160401494876]]], ""type"": ""Polygon""}";Fernwärme Erweiterung
