coord_x,coord_y,city,canton,year,street_name,street_number,multiple_floors,num_rooms,area,kitchen,status,floor,longitude,latitude
2740524.3,1251866.0,St. Gallen,SG,1952.0,Mittelholzerstrasse,8,0,4,85.0,1.0,3004,4,9.30039818255502,47.40261071088622
2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,4,80.0,1.0,3004,1,9.300452402593546,47.401962969673136
2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,1,30.0,1.0,3004,2,9.300452402593546,47.401962969673136
2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,2,50.0,1.0,3004,3,9.300452402593546,47.401962969673136
2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,3,65.0,1.0,3004,4,9.300452402593546,47.401962969673136
2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,4,80.0,1.0,3004,5,9.300452402593546,47.401962969673136
2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,1,30.0,1.0,3004,6,9.300452402593546,47.401962969673136
2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,2,50.0,1.0,3004,7,9.300452402593546,47.401962969673136
2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,3,65.0,1.0,3004,8,9.300452402593546,47.401962969673136
2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,4,88.0,1.0,3004,9,9.300452402593546,47.401962969673136
2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,1,30.0,1.0,3004,10,9.300452402593546,47.401962969673136
2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,2,50.0,1.0,3004,11,9.300452402593546,47.401962969673136
2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,3,65.0,1.0,3004,12,9.300452402593546,47.401962969673136
2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,4,90.0,1.0,3004,13,9.300452402593546,47.401962969673136
2740530.1,1251794.1,St. Gallen,SG,1960.0,Mittelholzerstrasse,9,0,4,90.0,1.0,3004,14,9.300452402593546,47.401962969673136
2740683.5,1251796.3,St. Gallen,SG,1918.0,Altwinkelnstrasse,22,0,4,76.0,1.0,3004,1,9.302484681934244,47.40195000317514
2740683.5,1251796.3,St. Gallen,SG,1918.0,Altwinkelnstrasse,22,0,3,65.0,1.0,3004,2,9.302484681934244,47.40195000317514
2740683.5,1251796.3,St. Gallen,SG,1918.0,Altwinkelnstrasse,22,0,3,65.0,1.0,3004,3,9.302484681934244,47.40195000317514
2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,80.0,1.0,3004,1,9.303235976534133,47.402440803445366
2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,80.0,1.0,3004,2,9.303235976534133,47.402440803445366
2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,80.0,1.0,3004,3,9.303235976534133,47.402440803445366
2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,80.0,1.0,3004,4,9.303235976534133,47.402440803445366
2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,80.0,1.0,3004,5,9.303235976534133,47.402440803445366
2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,95.0,1.0,3004,6,9.303235976534133,47.402440803445366
2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,95.0,1.0,3004,7,9.303235976534133,47.402440803445366
2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,3,95.0,1.0,3004,8,9.303235976534133,47.402440803445366
2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,2,95.0,1.0,3004,9,9.303235976534133,47.402440803445366
2740738.9,1251852.2,St. Gallen,SG,2010.0,Altwinkelnstrasse,13,0,2,95.0,1.0,3004,10,9.303235976534133,47.402440803445366
2740556.8,1251879.3,St. Gallen,SG,1952.0,Mittelholzerstrasse,6,0,4,85.0,1.0,3004,1,9.300832789397173,47.402723365556476
2740556.8,1251879.3,St. Gallen,SG,1952.0,Mittelholzerstrasse,6,0,4,85.0,1.0,3004,2,9.300832789397173,47.402723365556476
2740556.8,1251879.3,St. Gallen,SG,1952.0,Mittelholzerstrasse,6,0,4,85.0,1.0,3004,3,9.300832789397173,47.402723365556476
2740556.8,1251879.3,St. Gallen,SG,1952.0,Mittelholzerstrasse,6,0,4,85.0,1.0,3004,4,9.300832789397173,47.402723365556476
2740582.5,1251671.8,St. Gallen,SG,2003.0,Herisauer Strasse,93,0,4,,1.0,3004,1,9.30110792816153,47.40085210140265
2740582.5,1251671.8,St. Gallen,SG,2003.0,Herisauer Strasse,93,0,4,,1.0,3004,2,9.30110792816153,47.40085210140265
2740582.5,1251671.8,St. Gallen,SG,2003.0,Herisauer Strasse,93,0,4,,1.0,3004,4,9.30110792816153,47.40085210140265
2740582.5,1251671.8,St. Gallen,SG,2003.0,Herisauer Strasse,93,0,4,,1.0,3004,5,9.30110792816153,47.40085210140265
2740582.5,1251671.8,St. Gallen,SG,2003.0,Herisauer Strasse,93,0,4,,1.0,3004,7,9.30110792816153,47.40085210140265
2740582.5,1251671.8,St. Gallen,SG,2003.0,Herisauer Strasse,93,0,4,,1.0,3004,8,9.30110792816153,47.40085210140265
2740582.5,1251671.8,St. Gallen,SG,2003.0,Herisauer Strasse,93,0,5,151.0,1.0,3004,10,9.30110792816153,47.40085210140265
2740672.3,1251720.8,St. Gallen,SG,1962.0,Blériotweg,9,0,4,68.0,1.0,3004,1,9.302312602958171,47.40127352178135
2740672.3,1251720.8,St. Gallen,SG,1962.0,Blériotweg,9,0,4,74.0,1.0,3004,2,9.302312602958171,47.40127352178135
2740672.3,1251720.8,St. Gallen,SG,1962.0,Blériotweg,9,0,4,75.0,1.0,3004,3,9.302312602958171,47.40127352178135
2740661.0,1251767.6,St. Gallen,SG,1963.0,Blériotweg,7a,0,1,33.0,1.0,3004,1,9.302177670965525,47.40169674689047
2740661.0,1251767.6,St. Gallen,SG,1963.0,Blériotweg,7a,1,4,75.0,1.0,3004,2,9.302177670965525,47.40169674689047
2740633.9,1251697.0,St. Gallen,SG,1919.0,Blériotweg,8,0,2,40.0,1.0,3004,1,9.301796566068012,47.401067719512575
2740633.9,1251697.0,St. Gallen,SG,1919.0,Blériotweg,8,0,2,40.0,1.0,3004,2,9.301796566068012,47.401067719512575
2740633.9,1251697.0,St. Gallen,SG,1919.0,Blériotweg,8,0,2,40.0,1.0,3004,3,9.301796566068012,47.401067719512575
2740633.9,1251697.0,St. Gallen,SG,1919.0,Blériotweg,8,0,3,65.0,1.0,3004,4,9.301796566068012,47.401067719512575
2740633.9,1251697.0,St. Gallen,SG,1919.0,Blériotweg,8,0,2,40.0,1.0,3004,5,9.301796566068012,47.401067719512575
2740633.9,1251697.0,St. Gallen,SG,1919.0,Blériotweg,8,0,3,65.0,1.0,3004,6,9.301796566068012,47.401067719512575
2740633.9,1251697.0,St. Gallen,SG,1919.0,Blériotweg,8,0,2,40.0,1.0,3004,7,9.301796566068012,47.401067719512575
2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,2,50.0,1.0,3004,1,9.303125410292274,47.402159188880326
2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,50.0,1.0,3004,2,9.303125410292274,47.402159188880326
2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,3,9.303125410292274,47.402159188880326
2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,2,50.0,1.0,3004,4,9.303125410292274,47.402159188880326
2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,5,9.303125410292274,47.402159188880326
2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,50.0,1.0,3004,6,9.303125410292274,47.402159188880326
2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,2,50.0,1.0,3004,7,9.303125410292274,47.402159188880326
2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,8,9.303125410292274,47.402159188880326
2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,9,9.303125410292274,47.402159188880326
2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,2,50.0,1.0,3004,10,9.303125410292274,47.402159188880326
2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,11,9.303125410292274,47.402159188880326
2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,12,9.303125410292274,47.402159188880326
2740731.3,1251820.7,St. Gallen,SG,2010.0,Altwinkelnstrasse,17,0,3,80.0,1.0,3004,13,9.303125410292274,47.402159188880326
