"GEONR";"GEONAME";"CLASS_HAB";"VARIABLE";"VALUE";"STATUS"
"6628";"Lancy";4;"bew_mie_z2_t";2006;"A"
"6628";"Lancy";4;"bew_mie_z2_ic";0.1;"A"
"6628";"Lancy";4;"bew_mie_z3_t";5451;"A"
"6628";"Lancy";4;"bew_mie_z3_ic";0.1;"A"
"6628";"Lancy";4;"bew_mie_z4_t";7285;"A"
"6628";"Lancy";4;"bew_mie_z4_ic";0.1;"A"
"6628";"Lancy";4;"bew_mie_z5_t";3907;"A"
"6628";"Lancy";4;"bew_mie_z5_ic";0.1;"A"
"6628";"Lancy";4;"bew_mie_z6_t";750;"A"
"6628";"Lancy";4;"bew_mie_z6_ic";0.4;"A"
"6630";"Meyrin";4;"bew_mie_t";13093;"A"
"6630";"Meyrin";4;"bew_mie_t_ic";0.06;"A"
"6630";"Meyrin";4;"bew_mie_z1_t";375;"U"
"6630";"Meyrin";4;"bew_mie_z1_ic";0.3;"U"
"6630";"Meyrin";4;"bew_mie_z2_t";1277;"A"
"6630";"Meyrin";4;"bew_mie_z2_ic";0.2;"A"
"6630";"Meyrin";4;"bew_mie_z3_t";3694;"A"
"6630";"Meyrin";4;"bew_mie_z3_ic";0.1;"A"
"6630";"Meyrin";4;"bew_mie_z4_t";4608;"A"
"6630";"Meyrin";4;"bew_mie_z4_ic";0.1;"A"
"6630";"Meyrin";4;"bew_mie_z5_t";2575;"A"
"6630";"Meyrin";4;"bew_mie_z5_ic";0.2;"A"
"6630";"Meyrin";4;"bew_mie_z6_t";563;"U"
"6630";"Meyrin";4;"bew_mie_z6_ic";0.3;"U"
"5886";"Montreux";4;"bew_mie_t";13830;"A"
"5886";"Montreux";4;"bew_mie_t_ic";0.05;"A"
"5886";"Montreux";4;"bew_mie_z1_t";1081;"A"
"5886";"Montreux";4;"bew_mie_z1_ic";0.2;"A"
"5886";"Montreux";4;"bew_mie_z2_t";2708;"A"
"5886";"Montreux";4;"bew_mie_z2_ic";0.1;"A"
"5886";"Montreux";4;"bew_mie_z3_t";5584;"A"
"5886";"Montreux";4;"bew_mie_z3_ic";0.1;"A"
"5886";"Montreux";4;"bew_mie_z4_t";3364;"A"
"5886";"Montreux";4;"bew_mie_z4_ic";0.1;"A"
"5886";"Montreux";4;"bew_mie_z5_t";798;"A"
"5886";"Montreux";4;"bew_mie_z5_ic";0.2;"A"
"5886";"Montreux";4;"bew_mie_z6_t";296;"U"
"5886";"Montreux";4;"bew_mie_z6_ic";0.4;"U"
"6458";"Neuchâtel";4;"bew_mie_t";22211;"A"
"6458";"Neuchâtel";4;"bew_mie_t_ic";0.03;"A"
"6458";"Neuchâtel";4;"bew_mie_z1_t";1158;"A"
"6458";"Neuchâtel";4;"bew_mie_z1_ic";0.2;"A"
"6458";"Neuchâtel";4;"bew_mie_z2_t";2984;"A"
"6458";"Neuchâtel";4;"bew_mie_z2_ic";0.1;"A"
"6458";"Neuchâtel";4;"bew_mie_z3_t";8866;"A"
"6458";"Neuchâtel";4;"bew_mie_z3_ic";0.1;"A"
"6458";"Neuchâtel";4;"bew_mie_z4_t";7159;"A"
"6458";"Neuchâtel";4;"bew_mie_z4_ic";0.1;"A"
"6458";"Neuchâtel";4;"bew_mie_z5_t";1664;"A"
"6458";"Neuchâtel";4;"bew_mie_z5_ic";0.1;"A"
"6458";"Neuchâtel";4;"bew_mie_z6_t";381;"A"
"6458";"Neuchâtel";4;"bew_mie_z6_ic";0.3;"A"
"5724";"Nyon";4;"bew_mie_t";12412;"A"
"5724";"Nyon";4;"bew_mie_t_ic";0.05;"A"
"5724";"Nyon";4;"bew_mie_z1_t";541;"A"
"5724";"Nyon";4;"bew_mie_z1_ic";0.2;"A"
"5724";"Nyon";4;"bew_mie_z2_t";1793;"A"
"5724";"Nyon";4;"bew_mie_z2_ic";0.1;"A"
"5724";"Nyon";4;"bew_mie_z3_t";4897;"A"
"5724";"Nyon";4;"bew_mie_z3_ic";0.1;"A"
"5724";"Nyon";4;"bew_mie_z4_t";3875;"A"
"5724";"Nyon";4;"bew_mie_z4_ic";0.1;"A"
"5724";"Nyon";4;"bew_mie_z5_t";1103;"A"
"5724";"Nyon";4;"bew_mie_z5_ic";0.2;"A"
"5724";"Nyon";4;"bew_mie_z6_t";203;"U"
"5724";"Nyon";4;"bew_mie_z6_ic";0.4;"U"
"66";"Opfikon";4;"bew_mie_t";12167;"A"
"66";"Opfikon";4;"bew_mie_t_ic";0.07;"A"
"66";"Opfikon";4;"bew_mie_z1_t";923;"A"
"66";"Opfikon";4;"bew_mie_z1_ic";0.2;"A"
"66";"Opfikon";4;"bew_mie_z2_t";2298;"A"
"66";"Opfikon";4;"bew_mie_z2_ic";0.2;"A"
"66";"Opfikon";4;"bew_mie_z3_t";4617;"A"
"66";"Opfikon";4;"bew_mie_z3_ic";0.1;"A"
"66";"Opfikon";4;"bew_mie_z4_t";3742;"A"
"66";"Opfikon";4;"bew_mie_z4_ic";0.1;"A"
"66";"Opfikon";4;"bew_mie_z5_t";499;"U"
"66";"Opfikon";4;"bew_mie_z5_ic";0.4;"U"
"66";"Opfikon";4;"bew_mie_z6_t";;"Q"
"66";"Opfikon";4;"bew_mie_z6_ic";;"Q"
"3340";"Rapperswil-Jona";4;"bew_mie_t";13287;"A"
"3340";"Rapperswil-Jona";4;"bew_mie_t_ic";0.06;"A"
"3340";"Rapperswil-Jona";4;"bew_mie_z1_t";424;"U"
"3340";"Rapperswil-Jona";4;"bew_mie_z1_ic";0.3;"U"
"3340";"Rapperswil-Jona";4;"bew_mie_z2_t";1340;"A"
"3340";"Rapperswil-Jona";4;"bew_mie_z2_ic";0.2;"A"
"3340";"Rapperswil-Jona";4;"bew_mie_z3_t";4173;"A"
"3340";"Rapperswil-Jona";4;"bew_mie_z3_ic";0.1;"A"
"3340";"Rapperswil-Jona";4;"bew_mie_z4_t";5949;"A"
"3340";"Rapperswil-Jona";4;"bew_mie_z4_ic";0.1;"A"
"3340";"Rapperswil-Jona";4;"bew_mie_z5_t";1105;"A"
"3340";"Rapperswil-Jona";4;"bew_mie_z5_ic";0.2;"A"
"3340";"Rapperswil-Jona";4;"bew_mie_z6_t";295;"U"
"3340";"Rapperswil-Jona";4;"bew_mie_z6_ic";0.4;"U"
"5591";"Renens (VD)";4;"bew_mie_t";13529;"A"
"5591";"Renens (VD)";4;"bew_mie_t_ic";0.05;"A"
"5591";"Renens (VD)";4;"bew_mie_z1_t";1010;"A"
"5591";"Renens (VD)";4;"bew_mie_z1_ic";0.2;"A"
"5591";"Renens (VD)";4;"bew_mie_z2_t";3095;"A"
"5591";"Renens (VD)";4;"bew_mie_z2_ic";0.1;"A"
"5591";"Renens (VD)";4;"bew_mie_z3_t";5977;"A"
"5591";"Renens (VD)";4;"bew_mie_z3_ic";0.1;"A"
"5591";"Renens (VD)";4;"bew_mie_z4_t";2977;"A"
"5591";"Renens (VD)";4;"bew_mie_z4_ic";0.1;"A"
"5591";"Renens (VD)";4;"bew_mie_z5_t";359;"U"
"5591";"Renens (VD)";4;"bew_mie_z5_ic";0.3;"U"
"5591";"Renens (VD)";4;"bew_mie_z6_t";112;"U"
"5591";"Renens (VD)";4;"bew_mie_z6_ic";0.7;"U"
"2703";"Riehen";4;"bew_mie_t";10541;"A"
"2703";"Riehen";4;"bew_mie_t_ic";0.05;"A"
"2703";"Riehen";4;"bew_mie_z1_t";188;"U"
"2703";"Riehen";4;"bew_mie_z1_ic";0.5;"U"
"2703";"Riehen";4;"bew_mie_z2_t";1076;"A"
"2703";"Riehen";4;"bew_mie_z2_ic";0.2;"A"
"2703";"Riehen";4;"bew_mie_z3_t";3505;"A"
"2703";"Riehen";4;"bew_mie_z3_ic";0.1;"A"
"2703";"Riehen";4;"bew_mie_z4_t";4196;"A"
"2703";"Riehen";4;"bew_mie_z4_ic";0.1;"A"
"2703";"Riehen";4;"bew_mie_z5_t";1058;"A"
"2703";"Riehen";4;"bew_mie_z5_ic";0.2;"A"
"2703";"Riehen";4;"bew_mie_z6_t";518;"U"
"2703";"Riehen";4;"bew_mie_z6_ic";0.4;"U"
"2939";"Schaffhausen";4;"bew_mie_t";18187;"A"
"2939";"Schaffhausen";4;"bew_mie_t_ic";0.05;"A"
"2939";"Schaffhausen";4;"bew_mie_z1_t";514;"U"
"2939";"Schaffhausen";4;"bew_mie_z1_ic";0.3;"U"
"2939";"Schaffhausen";4;"bew_mie_z2_t";2100;"A"
"2939";"Schaffhausen";4;"bew_mie_z2_ic";0.2;"A"
"2939";"Schaffhausen";4;"bew_mie_z3_t";5955;"A"
"2939";"Schaffhausen";4;"bew_mie_z3_ic";0.1;"A"
"2939";"Schaffhausen";4;"bew_mie_z4_t";7699;"A"
"2939";"Schaffhausen";4;"bew_mie_z4_ic";0.1;"A"
"2939";"Schaffhausen";4;"bew_mie_z5_t";1456;"A"
"2939";"Schaffhausen";4;"bew_mie_z5_ic";0.2;"A"
"2939";"Schaffhausen";4;"bew_mie_z6_t";464;"U"
"2939";"Schaffhausen";4;"bew_mie_z6_ic";0.4;"U"
"6266";"Sion";4;"bew_mie_t";16015;"A"
"6266";"Sion";4;"bew_mie_t_ic";0.06;"A"
"6266";"Sion";4;"bew_mie_z1_t";883;"A"
"6266";"Sion";4;"bew_mie_z1_ic";0.2;"A"
"6266";"Sion";4;"bew_mie_z2_t";2518;"A"
"6266";"Sion";4;"bew_mie_z2_ic";0.1;"A"
"6266";"Sion";4;"bew_mie_z3_t";5478;"A"
"6266";"Sion";4;"bew_mie_z3_ic";0.1;"A"
"6266";"Sion";4;"bew_mie_z4_t";5440;"A"
"6266";"Sion";4;"bew_mie_z4_ic";0.1;"A"
"6266";"Sion";4;"bew_mie_z5_t";1465;"A"
"6266";"Sion";4;"bew_mie_z5_ic";0.2;"A"
"6266";"Sion";4;"bew_mie_z6_t";231;"U"
"6266";"Sion";4;"bew_mie_z6_ic";0.5;"U"
"942";"Thun";4;"bew_mie_t";22340;"A"
"942";"Thun";4;"bew_mie_t_ic";0.05;"A"
"942";"Thun";4;"bew_mie_z1_t";720;"A"
"942";"Thun";4;"bew_mie_z1_ic";0.3;"A"
"942";"Thun";4;"bew_mie_z2_t";2688;"A"
"942";"Thun";4;"bew_mie_z2_ic";0.1;"A"
"942";"Thun";4;"bew_mie_z3_t";8048;"A"
"942";"Thun";4;"bew_mie_z3_ic";0.1;"A"
"942";"Thun";4;"bew_mie_z4_t";9340;"A"
"942";"Thun";4;"bew_mie_z4_ic";0.1;"A"
"942";"Thun";4;"bew_mie_z5_t";1388;"A"
"942";"Thun";4;"bew_mie_z5_ic";0.2;"A"
"942";"Thun";4;"bew_mie_z6_t";156;"U"
"942";"Thun";4;"bew_mie_z6_ic";0.7;"U"
"198";"Uster";4;"bew_mie_t";17094;"A"
"198";"Uster";4;"bew_mie_t_ic";0.06;"A"
"198";"Uster";4;"bew_mie_z1_t";351;"U"
"198";"Uster";4;"bew_mie_z1_ic";0.4;"U"
"198";"Uster";4;"bew_mie_z2_t";2106;"A"
"198";"Uster";4;"bew_mie_z2_ic";0.2;"A"
"198";"Uster";4;"bew_mie_z3_t";6391;"A"
"198";"Uster";4;"bew_mie_z3_ic";0.1;"A"
"198";"Uster";4;"bew_mie_z4_t";6141;"A"
"198";"Uster";4;"bew_mie_z4_ic";0.1;"A"
"198";"Uster";4;"bew_mie_z5_t";1704;"A"
"198";"Uster";4;"bew_mie_z5_ic";0.2;"A"
"198";"Uster";4;"bew_mie_z6_t";402;"U"
"198";"Uster";4;"bew_mie_z6_ic";0.4;"U"
"6643";"Vernier";4;"bew_mie_t";21841;"A"
"6643";"Vernier";4;"bew_mie_t_ic";0.05;"A"
"6643";"Vernier";4;"bew_mie_z1_t";465;"A"
"6643";"Vernier";4;"bew_mie_z1_ic";0.3;"A"
"6643";"Vernier";4;"bew_mie_z2_t";2222;"A"
"6643";"Vernier";4;"bew_mie_z2_ic";0.1;"A"
"6643";"Vernier";4;"bew_mie_z3_t";5934;"A"
"6643";"Vernier";4;"bew_mie_z3_ic";0.1;"A"
"6643";"Vernier";4;"bew_mie_z4_t";7419;"A"
"6643";"Vernier";4;"bew_mie_z4_ic";0.1;"A"
"6643";"Vernier";4;"bew_mie_z5_t";4571;"A"
"6643";"Vernier";4;"bew_mie_z5_ic";0.1;"A"
"6643";"Vernier";4;"bew_mie_z6_t";1229;"A"
"6643";"Vernier";4;"bew_mie_z6_ic";0.3;"A"
"293";"Wädenswil";4;"bew_mie_t";11039;"A"
"293";"Wädenswil";4;"bew_mie_t_ic";0.07;"A"
"293";"Wädenswil";4;"bew_mie_z1_t";340;"U"
"293";"Wädenswil";4;"bew_mie_z1_ic";0.4;"U"
"293";"Wädenswil";4;"bew_mie_z2_t";1273;"A"
"293";"Wädenswil";4;"bew_mie_z2_ic";0.2;"A"
"293";"Wädenswil";4;"bew_mie_z3_t";3569;"A"
"293";"Wädenswil";4;"bew_mie_z3_ic";0.1;"A"
"293";"Wädenswil";4;"bew_mie_z4_t";4485;"A"
"293";"Wädenswil";4;"bew_mie_z4_ic";0.1;"A"
"293";"Wädenswil";4;"bew_mie_z5_t";1127;"A"
"293";"Wädenswil";4;"bew_mie_z5_ic";0.2;"A"
"293";"Wädenswil";4;"bew_mie_z6_t";245;"U"
"293";"Wädenswil";4;"bew_mie_z6_ic";0.5;"U"
"4045";"Wettingen";4;"bew_mie_t";10580;"A"
"4045";"Wettingen";4;"bew_mie_t_ic";0.07;"A"
"4045";"Wettingen";4;"bew_mie_z1_t";461;"U"
"4045";"Wettingen";4;"bew_mie_z1_ic";0.4;"U"
"4045";"Wettingen";4;"bew_mie_z2_t";1336;"A"
"4045";"Wettingen";4;"bew_mie_z2_ic";0.2;"A"
"4045";"Wettingen";4;"bew_mie_z3_t";3701;"A"
"4045";"Wettingen";4;"bew_mie_z3_ic";0.1;"A"
"4045";"Wettingen";4;"bew_mie_z4_t";3999;"A"
"4045";"Wettingen";4;"bew_mie_z4_ic";0.1;"A"
"4045";"Wettingen";4;"bew_mie_z5_t";852;"A"
"4045";"Wettingen";4;"bew_mie_z5_ic";0.3;"A"
"4045";"Wettingen";4;"bew_mie_z6_t";231;"U"
"4045";"Wettingen";4;"bew_mie_z6_ic";0.6;"U"
"121";"Wetzikon (ZH)";4;"bew_mie_t";11553;"A"
"121";"Wetzikon (ZH)";4;"bew_mie_t_ic";0.07;"A"
"121";"Wetzikon (ZH)";4;"bew_mie_z1_t";284;"U"
"121";"Wetzikon (ZH)";4;"bew_mie_z1_ic";0.4;"U"
"121";"Wetzikon (ZH)";4;"bew_mie_z2_t";1421;"A"
"121";"Wetzikon (ZH)";4;"bew_mie_z2_ic";0.2;"A"
"121";"Wetzikon (ZH)";4;"bew_mie_z3_t";3570;"A"
"121";"Wetzikon (ZH)";4;"bew_mie_z3_ic";0.1;"A"
"121";"Wetzikon (ZH)";4;"bew_mie_z4_t";4599;"A"
"121";"Wetzikon (ZH)";4;"bew_mie_z4_ic";0.1;"A"
"121";"Wetzikon (ZH)";4;"bew_mie_z5_t";1372;"A"
"121";"Wetzikon (ZH)";4;"bew_mie_z5_ic";0.2;"A"
"121";"Wetzikon (ZH)";4;"bew_mie_z6_t";309;"U"
"121";"Wetzikon (ZH)";4;"bew_mie_z6_ic";0.5;"U"
"3427";"Wil (SG)";4;"bew_mie_t";12700;"A"
"3427";"Wil (SG)";4;"bew_mie_t_ic";0.07;"A"
"3427";"Wil (SG)";4;"bew_mie_z1_t";368;"U"
"3427";"Wil (SG)";4;"bew_mie_z1_ic";0.4;"U"
"3427";"Wil (SG)";4;"bew_mie_z2_t";1264;"A"
"3427";"Wil (SG)";4;"bew_mie_z2_ic";0.2;"A"
"3427";"Wil (SG)";4;"bew_mie_z3_t";3741;"A"
"3427";"Wil (SG)";4;"bew_mie_z3_ic";0.1;"A"
"3427";"Wil (SG)";4;"bew_mie_z4_t";5375;"A"
"3427";"Wil (SG)";4;"bew_mie_z4_ic";0.1;"A"
"3427";"Wil (SG)";4;"bew_mie_z5_t";1562;"A"
"3427";"Wil (SG)";4;"bew_mie_z5_ic";0.2;"A"
"3427";"Wil (SG)";4;"bew_mie_z6_t";390;"U"
"3427";"Wil (SG)";4;"bew_mie_z6_ic";0.4;"U"
"5938";"Yverdon-les-Bains";4;"bew_mie_t";17611;"A"
"5938";"Yverdon-les-Bains";4;"bew_mie_t_ic";0.04;"A"
"5938";"Yverdon-les-Bains";4;"bew_mie_z1_t";861;"A"
"5938";"Yverdon-les-Bains";4;"bew_mie_z1_ic";0.2;"A"
"5938";"Yverdon-les-Bains";4;"bew_mie_z2_t";2800;"A"
"5938";"Yverdon-les-Bains";4;"bew_mie_z2_ic";0.1;"A"
"5938";"Yverdon-les-Bains";4;"bew_mie_z3_t";7178;"A"
"5938";"Yverdon-les-Bains";4;"bew_mie_z3_ic";0.1;"A"
"5938";"Yverdon-les-Bains";4;"bew_mie_z4_t";5225;"A"
"5938";"Yverdon-les-Bains";4;"bew_mie_z4_ic";0.1;"A"
"5938";"Yverdon-les-Bains";4;"bew_mie_z5_t";1306;"A"
"5938";"Yverdon-les-Bains";4;"bew_mie_z5_ic";0.2;"A"
"5938";"Yverdon-les-Bains";4;"bew_mie_z6_t";241;"U"
"5938";"Yverdon-les-Bains";4;"bew_mie_z6_ic";0.6;"U"
"1711";"Zug";4;"bew_mie_t";17492;"A"
"1711";"Zug";4;"bew_mie_t_ic";0.04;"A"
"1711";"Zug";4;"bew_mie_z1_t";681;"A"
"1711";"Zug";4;"bew_mie_z1_ic";0.2;"A"
"1711";"Zug";4;"bew_mie_z2_t";2095;"A"
"1711";"Zug";4;"bew_mie_z2_ic";0.1;"A"
"1711";"Zug";4;"bew_mie_z3_t";5302;"A"
"1711";"Zug";4;"bew_mie_z3_ic";0.1;"A"
"1711";"Zug";4;"bew_mie_z4_t";7063;"A"
"1711";"Zug";4;"bew_mie_z4_ic";0.1;"A"
"1711";"Zug";4;"bew_mie_z5_t";1976;"A"
"1711";"Zug";4;"bew_mie_z5_ic";0.1;"A"
"1711";"Zug";4;"bew_mie_z6_t";374;"A"
"1711";"Zug";4;"bew_mie_z6_ic";0.3;"A"
"131";"Adliswil";3;"bew_mie_t";11719;"A"
"131";"Adliswil";3;"bew_mie_t_ic";0.07;"A"
"131";"Adliswil";3;"bew_mie_z1_t";462;"U"
"131";"Adliswil";3;"bew_mie_z1_ic";0.3;"U"
"131";"Adliswil";3;"bew_mie_z2_t";1350;"A"
"131";"Adliswil";3;"bew_mie_z2_ic";0.2;"A"
"131";"Adliswil";3;"bew_mie_z3_t";4314;"A"
"131";"Adliswil";3;"bew_mie_z3_ic";0.1;"A"
"131";"Adliswil";3;"bew_mie_z4_t";4333;"A"
"131";"Adliswil";3;"bew_mie_z4_ic";0.1;"A"
"131";"Adliswil";3;"bew_mie_z5_t";917;"A"
"131";"Adliswil";3;"bew_mie_z5_ic";0.3;"A"
"131";"Adliswil";3;"bew_mie_z6_t";343;"U"
"131";"Adliswil";3;"bew_mie_z6_ic";0.4;"U"
"4021";"Baden";3;"bew_mie_t";9465;"A"
"4021";"Baden";3;"bew_mie_t_ic";0.07;"A"
"4021";"Baden";3;"bew_mie_z1_t";488;"U"
"4021";"Baden";3;"bew_mie_z1_ic";0.3;"U"
"4021";"Baden";3;"bew_mie_z2_t";1356;"A"
"4021";"Baden";3;"bew_mie_z2_ic";0.2;"A"
"4021";"Baden";3;"bew_mie_z3_t";3253;"A"
"4021";"Baden";3;"bew_mie_z3_ic";0.1;"A"
"4021";"Baden";3;"bew_mie_z4_t";3147;"A"
"4021";"Baden";3;"bew_mie_z4_ic";0.1;"A"
"4021";"Baden";3;"bew_mie_z5_t";1013;"A"
"4021";"Baden";3;"bew_mie_z5_ic";0.2;"A"
"4021";"Baden";3;"bew_mie_z6_t";207;"U"
"4021";"Baden";3;"bew_mie_z6_ic";0.5;"U"
"2765";"Binningen";3;"bew_mie_t";7074;"A"
"2765";"Binningen";3;"bew_mie_t_ic";0.08;"A"
"2765";"Binningen";3;"bew_mie_z1_t";98;"U"
"2765";"Binningen";3;"bew_mie_z1_ic";0.8;"U"
"2765";"Binningen";3;"bew_mie_z2_t";829;"A"
"2765";"Binningen";3;"bew_mie_z2_ic";0.2;"A"
"2765";"Binningen";3;"bew_mie_z3_t";2894;"A"
"2765";"Binningen";3;"bew_mie_z3_ic";0.1;"A"
"2765";"Binningen";3;"bew_mie_z4_t";2662;"A"
"2765";"Binningen";3;"bew_mie_z4_ic";0.1;"A"
"2765";"Binningen";3;"bew_mie_z5_t";486;"U"
"2765";"Binningen";3;"bew_mie_z5_ic";0.3;"U"
"2765";"Binningen";3;"bew_mie_z6_t";105;"U"
"2765";"Binningen";3;"bew_mie_z6_ic";0.7;"U"
"404";"Burgdorf";3;"bew_mie_t";8854;"A"
"404";"Burgdorf";3;"bew_mie_t_ic";0.08;"A"
"404";"Burgdorf";3;"bew_mie_z1_t";224;"U"
"404";"Burgdorf";3;"bew_mie_z1_ic";0.5;"U"
"404";"Burgdorf";3;"bew_mie_z2_t";1064;"A"
"404";"Burgdorf";3;"bew_mie_z2_ic";0.2;"A"
"404";"Burgdorf";3;"bew_mie_z3_t";3407;"A"
"404";"Burgdorf";3;"bew_mie_z3_ic";0.1;"A"
"404";"Burgdorf";3;"bew_mie_z4_t";3366;"A"
"404";"Burgdorf";3;"bew_mie_z4_ic";0.1;"A"
"404";"Burgdorf";3;"bew_mie_z5_t";625;"U"
"404";"Burgdorf";3;"bew_mie_z5_ic";0.3;"U"
"404";"Burgdorf";3;"bew_mie_z6_t";167;"U"
"404";"Burgdorf";3;"bew_mie_z6_ic";0.6;"U"
"1702";"Cham";3;"bew_mie_t";7949;"A"
"1702";"Cham";3;"bew_mie_t_ic";0.06;"A"
"1702";"Cham";3;"bew_mie_z1_t";242;"U"
"1702";"Cham";3;"bew_mie_z1_ic";0.3;"U"
"1702";"Cham";3;"bew_mie_z2_t";749;"A"
"1702";"Cham";3;"bew_mie_z2_ic";0.2;"A"
"1702";"Cham";3;"bew_mie_z3_t";1961;"A"
"1702";"Cham";3;"bew_mie_z3_ic";0.1;"A"
"1702";"Cham";3;"bew_mie_z4_t";3602;"A"
"1702";"Cham";3;"bew_mie_z4_ic";0.1;"A"
"1702";"Cham";3;"bew_mie_z5_t";1240;"A"
"1702";"Cham";3;"bew_mie_z5_ic";0.2;"A"
"1702";"Cham";3;"bew_mie_z6_t";156;"U"
"1702";"Cham";3;"bew_mie_z6_ic";0.4;"U"
"1301";"Einsiedeln";3;"bew_mie_t";5327;"A"
"1301";"Einsiedeln";3;"bew_mie_t_ic";0.1;"A"
"1301";"Einsiedeln";3;"bew_mie_z1_t";187;"U"
"1301";"Einsiedeln";3;"bew_mie_z1_ic";0.5;"U"
"1301";"Einsiedeln";3;"bew_mie_z2_t";500;"U"
"1301";"Einsiedeln";3;"bew_mie_z2_ic";0.3;"U"
"1301";"Einsiedeln";3;"bew_mie_z3_t";1512;"A"
"1301";"Einsiedeln";3;"bew_mie_z3_ic";0.2;"A"
"1301";"Einsiedeln";3;"bew_mie_z4_t";2067;"A"
"1301";"Einsiedeln";3;"bew_mie_z4_ic";0.2;"A"
"1301";"Einsiedeln";3;"bew_mie_z5_t";921;"A"
"1301";"Einsiedeln";3;"bew_mie_z5_ic";0.3;"A"
"1301";"Einsiedeln";3;"bew_mie_z6_t";141;"U"
"1301";"Einsiedeln";3;"bew_mie_z6_ic";0.6;"U"
"1322";"Freienbach";3;"bew_mie_t";8240;"A"
"1322";"Freienbach";3;"bew_mie_t_ic";0.08;"A"
"1322";"Freienbach";3;"bew_mie_z1_t";172;"U"
"1322";"Freienbach";3;"bew_mie_z1_ic";0.6;"U"
"1322";"Freienbach";3;"bew_mie_z2_t";749;"A"
"1322";"Freienbach";3;"bew_mie_z2_ic";0.3;"A"
"1322";"Freienbach";3;"bew_mie_z3_t";2011;"A"
"1322";"Freienbach";3;"bew_mie_z3_ic";0.2;"A"
"1322";"Freienbach";3;"bew_mie_z4_t";4048;"A"
"1322";"Freienbach";3;"bew_mie_z4_ic";0.1;"A"
"1322";"Freienbach";3;"bew_mie_z5_t";990;"A"
"1322";"Freienbach";3;"bew_mie_z5_ic";0.2;"A"
"1322";"Freienbach";3;"bew_mie_z6_t";271;"U"
"1322";"Freienbach";3;"bew_mie_z6_ic";0.4;"U"
"1630";"Glarus Nord";3;"bew_mie_t";6819;"A"
"1630";"Glarus Nord";3;"bew_mie_t_ic";0.08;"A"
"1630";"Glarus Nord";3;"bew_mie_z1_t";171;"U"
"1630";"Glarus Nord";3;"bew_mie_z1_ic";0.6;"U"
"1630";"Glarus Nord";3;"bew_mie_z2_t";649;"A"
"1630";"Glarus Nord";3;"bew_mie_z2_ic";0.3;"A"
"1630";"Glarus Nord";3;"bew_mie_z3_t";2170;"A"
"1630";"Glarus Nord";3;"bew_mie_z3_ic";0.2;"A"
"1630";"Glarus Nord";3;"bew_mie_z4_t";2917;"A"
"1630";"Glarus Nord";3;"bew_mie_z4_ic";0.1;"A"
"1630";"Glarus Nord";3;"bew_mie_z5_t";716;"A"
"1630";"Glarus Nord";3;"bew_mie_z5_ic";0.3;"A"
"1630";"Glarus Nord";3;"bew_mie_z6_t";197;"U"
"1630";"Glarus Nord";3;"bew_mie_z6_ic";0.5;"U"
"3443";"Gossau (SG)";3;"bew_mie_t";8984;"A"
"3443";"Gossau (SG)";3;"bew_mie_t_ic";0.08;"A"
"3443";"Gossau (SG)";3;"bew_mie_z1_t";179;"U"
"3443";"Gossau (SG)";3;"bew_mie_z1_ic";0.6;"U"
"3443";"Gossau (SG)";3;"bew_mie_z2_t";739;"A"
"3443";"Gossau (SG)";3;"bew_mie_z2_ic";0.3;"A"
"3443";"Gossau (SG)";3;"bew_mie_z3_t";2453;"A"
"3443";"Gossau (SG)";3;"bew_mie_z3_ic";0.1;"A"
"3443";"Gossau (SG)";3;"bew_mie_z4_t";4274;"A"
"3443";"Gossau (SG)";3;"bew_mie_z4_ic";0.1;"A"
"3443";"Gossau (SG)";3;"bew_mie_z5_t";1111;"A"
"3443";"Gossau (SG)";3;"bew_mie_z5_ic";0.2;"A"
"3443";"Gossau (SG)";3;"bew_mie_z6_t";228;"U"
"3443";"Gossau (SG)";3;"bew_mie_z6_ic";0.5;"U"
"2546";"Grenchen";3;"bew_mie_t";7389;"A"
"2546";"Grenchen";3;"bew_mie_t_ic";0.09;"A"
"2546";"Grenchen";3;"bew_mie_z1_t";310;"U"
"2546";"Grenchen";3;"bew_mie_z1_ic";0.4;"U"
"2546";"Grenchen";3;"bew_mie_z2_t";834;"A"
"2546";"Grenchen";3;"bew_mie_z2_ic";0.3;"A"
"2546";"Grenchen";3;"bew_mie_z3_t";2706;"A"
"2546";"Grenchen";3;"bew_mie_z3_ic";0.1;"A"
"2546";"Grenchen";3;"bew_mie_z4_t";2701;"A"
"2546";"Grenchen";3;"bew_mie_z4_ic";0.1;"A"
"2546";"Grenchen";3;"bew_mie_z5_t";717;"U"
"2546";"Grenchen";3;"bew_mie_z5_ic";0.3;"U"
"2546";"Grenchen";3;"bew_mie_z6_t";120;"U"
"2546";"Grenchen";3;"bew_mie_z6_ic";1.1;"U"
"3001";"Herisau";3;"bew_mie_t";7560;"A"
"3001";"Herisau";3;"bew_mie_t_ic";0.08;"A"
"3001";"Herisau";3;"bew_mie_z1_t";257;"U"
"3001";"Herisau";3;"bew_mie_z1_ic";0.4;"U"
"3001";"Herisau";3;"bew_mie_z2_t";962;"A"
"3001";"Herisau";3;"bew_mie_z2_ic";0.2;"A"
"3001";"Herisau";3;"bew_mie_z3_t";1971;"A"
"3001";"Herisau";3;"bew_mie_z3_ic";0.2;"A"
"3001";"Herisau";3;"bew_mie_z4_t";3086;"A"
