"GEONR";"GEONAME";"CLASS_HAB";"VARIABLE";"VALUE";"STATUS"
"3001";"Herisau";3;"bew_mie_z4_ic";0.1;"A"
"3001";"Herisau";3;"bew_mie_z5_t";1098;"A"
"3001";"Herisau";3;"bew_mie_z5_ic";0.3;"A"
"3001";"Herisau";3;"bew_mie_z6_t";187;"U"
"3001";"Herisau";3;"bew_mie_z6_ic";0.6;"U"
"296";"Illnau-Effretikon";3;"bew_mie_t";8444;"A"
"296";"Illnau-Effretikon";3;"bew_mie_t_ic";0.08;"A"
"296";"Illnau-Effretikon";3;"bew_mie_z1_t";135;"U"
"296";"Illnau-Effretikon";3;"bew_mie_z1_ic";0.6;"U"
"296";"Illnau-Effretikon";3;"bew_mie_z2_t";1077;"A"
"296";"Illnau-Effretikon";3;"bew_mie_z2_ic";0.2;"A"
"296";"Illnau-Effretikon";3;"bew_mie_z3_t";3036;"A"
"296";"Illnau-Effretikon";3;"bew_mie_z3_ic";0.1;"A"
"296";"Illnau-Effretikon";3;"bew_mie_z4_t";3374;"A"
"296";"Illnau-Effretikon";3;"bew_mie_z4_ic";0.1;"A"
"296";"Illnau-Effretikon";3;"bew_mie_z5_t";684;"U"
"296";"Illnau-Effretikon";3;"bew_mie_z5_ic";0.3;"U"
"296";"Illnau-Effretikon";3;"bew_mie_z6_t";139;"U"
"296";"Illnau-Effretikon";3;"bew_mie_z6_ic";0.6;"U"
"329";"Langenthal";3;"bew_mie_t";8111;"A"
"329";"Langenthal";3;"bew_mie_t_ic";0.08;"A"
"329";"Langenthal";3;"bew_mie_z1_t";222;"U"
"329";"Langenthal";3;"bew_mie_z1_ic";0.5;"U"
"329";"Langenthal";3;"bew_mie_z2_t";877;"A"
"329";"Langenthal";3;"bew_mie_z2_ic";0.2;"A"
"329";"Langenthal";3;"bew_mie_z3_t";2618;"A"
"329";"Langenthal";3;"bew_mie_z3_ic";0.1;"A"
"329";"Langenthal";3;"bew_mie_z4_t";3523;"A"
"329";"Langenthal";3;"bew_mie_z4_ic";0.1;"A"
"329";"Langenthal";3;"bew_mie_z5_t";651;"U"
"329";"Langenthal";3;"bew_mie_z5_ic";0.3;"U"
"329";"Langenthal";3;"bew_mie_z6_t";220;"U"
"329";"Langenthal";3;"bew_mie_z6_ic";0.8;"U"
"5113";"Locarno";3;"bew_mie_t";9672;"A"
"5113";"Locarno";3;"bew_mie_t_ic";0.05;"A"
"5113";"Locarno";3;"bew_mie_z1_t";464;"A"
"5113";"Locarno";3;"bew_mie_z1_ic";0.2;"A"
"5113";"Locarno";3;"bew_mie_z2_t";1696;"A"
"5113";"Locarno";3;"bew_mie_z2_ic";0.1;"A"
"5113";"Locarno";3;"bew_mie_z3_t";4082;"A"
"5113";"Locarno";3;"bew_mie_z3_ic";0.1;"A"
"5113";"Locarno";3;"bew_mie_z4_t";2944;"A"
"5113";"Locarno";3;"bew_mie_z4_ic";0.1;"A"
"5113";"Locarno";3;"bew_mie_z5_t";379;"A"
"5113";"Locarno";3;"bew_mie_z5_ic";0.3;"A"
"5113";"Locarno";3;"bew_mie_z6_t";106;"U"
"5113";"Locarno";3;"bew_mie_z6_ic";0.5;"U"
"306";"Lyss";3;"bew_mie_t";7236;"A"
"306";"Lyss";3;"bew_mie_t_ic";0.08;"A"
"306";"Lyss";3;"bew_mie_z1_t";315;"U"
"306";"Lyss";3;"bew_mie_z1_ic";0.4;"U"
"306";"Lyss";3;"bew_mie_z2_t";736;"A"
"306";"Lyss";3;"bew_mie_z2_ic";0.3;"A"
"306";"Lyss";3;"bew_mie_z3_t";2289;"A"
"306";"Lyss";3;"bew_mie_z3_ic";0.1;"A"
"306";"Lyss";3;"bew_mie_z4_t";3062;"A"
"306";"Lyss";3;"bew_mie_z4_ic";0.1;"A"
"306";"Lyss";3;"bew_mie_z5_t";671;"U"
"306";"Lyss";3;"bew_mie_z5_ic";0.3;"U"
"306";"Lyss";3;"bew_mie_z6_t";164;"U"
"306";"Lyss";3;"bew_mie_z6_ic";0.6;"U"
"6136";"Martigny";3;"bew_mie_t";8503;"A"
"6136";"Martigny";3;"bew_mie_t_ic";0.08;"A"
"6136";"Martigny";3;"bew_mie_z1_t";364;"U"
"6136";"Martigny";3;"bew_mie_z1_ic";0.4;"U"
"6136";"Martigny";3;"bew_mie_z2_t";1417;"A"
"6136";"Martigny";3;"bew_mie_z2_ic";0.2;"A"
"6136";"Martigny";3;"bew_mie_z3_t";3045;"A"
"6136";"Martigny";3;"bew_mie_z3_ic";0.1;"A"
"6136";"Martigny";3;"bew_mie_z4_t";2934;"A"
"6136";"Martigny";3;"bew_mie_z4_ic";0.1;"A"
"6136";"Martigny";3;"bew_mie_z5_t";592;"U"
"6136";"Martigny";3;"bew_mie_z5_ic";0.3;"U"
"6136";"Martigny";3;"bew_mie_z6_t";151;"U"
"6136";"Martigny";3;"bew_mie_z6_ic";0.8;"U"
"6153";"Monthey";3;"bew_mie_t";7241;"A"
"6153";"Monthey";3;"bew_mie_t_ic";0.1;"A"
"6153";"Monthey";3;"bew_mie_z1_t";288;"U"
"6153";"Monthey";3;"bew_mie_z1_ic";0.4;"U"
"6153";"Monthey";3;"bew_mie_z2_t";753;"A"
"6153";"Monthey";3;"bew_mie_z2_ic";0.3;"A"
"6153";"Monthey";3;"bew_mie_z3_t";2546;"A"
"6153";"Monthey";3;"bew_mie_z3_ic";0.2;"A"
"6153";"Monthey";3;"bew_mie_z4_t";2763;"A"
"6153";"Monthey";3;"bew_mie_z4_ic";0.2;"A"
"6153";"Monthey";3;"bew_mie_z5_t";758;"U"
"6153";"Monthey";3;"bew_mie_z5_ic";0.4;"U"
"6153";"Monthey";3;"bew_mie_z6_t";134;"U"
"6153";"Monthey";3;"bew_mie_z6_ic";0.8;"U"
"5642";"Morges";3;"bew_mie_t";9841;"A"
"5642";"Morges";3;"bew_mie_t_ic";0.05;"A"
"5642";"Morges";3;"bew_mie_z1_t";596;"A"
"5642";"Morges";3;"bew_mie_z1_ic";0.2;"A"
"5642";"Morges";3;"bew_mie_z2_t";1807;"A"
"5642";"Morges";3;"bew_mie_z2_ic";0.1;"A"
"5642";"Morges";3;"bew_mie_z3_t";3920;"A"
"5642";"Morges";3;"bew_mie_z3_ic";0.1;"A"
"5642";"Morges";3;"bew_mie_z4_t";2737;"A"
"5642";"Morges";3;"bew_mie_z4_ic";0.1;"A"
"5642";"Morges";3;"bew_mie_z5_t";681;"A"
"5642";"Morges";3;"bew_mie_z5_ic";0.2;"A"
"5642";"Morges";3;"bew_mie_z6_t";100;"U"
"5642";"Morges";3;"bew_mie_z6_ic";0.5;"U"
"2770";"Muttenz";3;"bew_mie_t";8770;"A"
"2770";"Muttenz";3;"bew_mie_t_ic";0.08;"A"
"2770";"Muttenz";3;"bew_mie_z1_t";128;"U"
"2770";"Muttenz";3;"bew_mie_z1_ic";0.6;"U"
"2770";"Muttenz";3;"bew_mie_z2_t";833;"A"
"2770";"Muttenz";3;"bew_mie_z2_ic";0.2;"A"
"2770";"Muttenz";3;"bew_mie_z3_t";3423;"A"
"2770";"Muttenz";3;"bew_mie_z3_ic";0.1;"A"
"2770";"Muttenz";3;"bew_mie_z4_t";3378;"A"
"2770";"Muttenz";3;"bew_mie_z4_ic";0.1;"A"
"2770";"Muttenz";3;"bew_mie_z5_t";783;"A"
"2770";"Muttenz";3;"bew_mie_z5_ic";0.3;"A"
"2770";"Muttenz";3;"bew_mie_z6_t";226;"U"
"2770";"Muttenz";3;"bew_mie_z6_ic";0.5;"U"
"2581";"Olten";3;"bew_mie_t";10356;"A"
"2581";"Olten";3;"bew_mie_t_ic";0.07;"A"
"2581";"Olten";3;"bew_mie_z1_t";415;"U"
"2581";"Olten";3;"bew_mie_z1_ic";0.4;"U"
"2581";"Olten";3;"bew_mie_z2_t";1490;"A"
"2581";"Olten";3;"bew_mie_z2_ic";0.2;"A"
"2581";"Olten";3;"bew_mie_z3_t";3984;"A"
"2581";"Olten";3;"bew_mie_z3_ic";0.1;"A"
"2581";"Olten";3;"bew_mie_z4_t";3887;"A"
"2581";"Olten";3;"bew_mie_z4_ic";0.1;"A"
"2581";"Olten";3;"bew_mie_z5_t";457;"U"
"2581";"Olten";3;"bew_mie_z5_ic";0.3;"U"
"2581";"Olten";3;"bew_mie_z6_t";123;"U"
"2581";"Olten";3;"bew_mie_z6_ic";0.7;"U"
"6631";"Onex";3;"bew_mie_t";12012;"A"
"6631";"Onex";3;"bew_mie_t_ic";0.06;"A"
"6631";"Onex";3;"bew_mie_z1_t";422;"A"
"6631";"Onex";3;"bew_mie_z1_ic";0.3;"A"
"6631";"Onex";3;"bew_mie_z2_t";1474;"A"
"6631";"Onex";3;"bew_mie_z2_ic";0.2;"A"
"6631";"Onex";3;"bew_mie_z3_t";3436;"A"
"6631";"Onex";3;"bew_mie_z3_ic";0.1;"A"
"6631";"Onex";3;"bew_mie_z4_t";4250;"A"
"6631";"Onex";3;"bew_mie_z4_ic";0.1;"A"
"6631";"Onex";3;"bew_mie_z5_t";1997;"A"
"6631";"Onex";3;"bew_mie_z5_ic";0.1;"A"
"6631";"Onex";3;"bew_mie_z6_t";433;"U"
"6631";"Onex";3;"bew_mie_z6_ic";0.4;"U"
"363";"Ostermundigen";3;"bew_mie_t";10418;"A"
"363";"Ostermundigen";3;"bew_mie_t_ic";0.07;"A"
"363";"Ostermundigen";3;"bew_mie_z1_t";246;"U"
"363";"Ostermundigen";3;"bew_mie_z1_ic";0.4;"U"
"363";"Ostermundigen";3;"bew_mie_z2_t";1349;"A"
"363";"Ostermundigen";3;"bew_mie_z2_ic";0.2;"A"
"363";"Ostermundigen";3;"bew_mie_z3_t";4514;"A"
"363";"Ostermundigen";3;"bew_mie_z3_ic";0.1;"A"
"363";"Ostermundigen";3;"bew_mie_z4_t";3550;"A"
"363";"Ostermundigen";3;"bew_mie_z4_ic";0.1;"A"
"363";"Ostermundigen";3;"bew_mie_z5_t";671;"U"
"363";"Ostermundigen";3;"bew_mie_z5_ic";0.3;"U"
"363";"Ostermundigen";3;"bew_mie_z6_t";89;"U"
"363";"Ostermundigen";3;"bew_mie_z6_ic";0.9;"U"
"2831";"Pratteln";3;"bew_mie_t";8741;"A"
"2831";"Pratteln";3;"bew_mie_t_ic";0.08;"A"
"2831";"Pratteln";3;"bew_mie_z1_t";239;"U"
"2831";"Pratteln";3;"bew_mie_z1_ic";0.5;"U"
"2831";"Pratteln";3;"bew_mie_z2_t";1006;"A"
"2831";"Pratteln";3;"bew_mie_z2_ic";0.2;"A"
"2831";"Pratteln";3;"bew_mie_z3_t";3729;"A"
"2831";"Pratteln";3;"bew_mie_z3_ic";0.1;"A"
"2831";"Pratteln";3;"bew_mie_z4_t";3243;"A"
"2831";"Pratteln";3;"bew_mie_z4_ic";0.1;"A"
"2831";"Pratteln";3;"bew_mie_z5_t";428;"U"
"2831";"Pratteln";3;"bew_mie_z5_ic";0.4;"U"
"2831";"Pratteln";3;"bew_mie_z6_t";;"Q"
"2831";"Pratteln";3;"bew_mie_z6_ic";;"Q"
"5590";"Pully";3;"bew_mie_t";9813;"A"
"5590";"Pully";3;"bew_mie_t_ic";0.05;"A"
"5590";"Pully";3;"bew_mie_z1_t";287;"U"
"5590";"Pully";3;"bew_mie_z1_ic";0.3;"U"
"5590";"Pully";3;"bew_mie_z2_t";1550;"A"
"5590";"Pully";3;"bew_mie_z2_ic";0.1;"A"
"5590";"Pully";3;"bew_mie_z3_t";3391;"A"
"5590";"Pully";3;"bew_mie_z3_ic";0.1;"A"
"5590";"Pully";3;"bew_mie_z4_t";3008;"A"
"5590";"Pully";3;"bew_mie_z4_ic";0.1;"A"
"5590";"Pully";3;"bew_mie_z5_t";1225;"A"
"5590";"Pully";3;"bew_mie_z5_ic";0.2;"A"
"5590";"Pully";3;"bew_mie_z6_t";352;"A"
"5590";"Pully";3;"bew_mie_z6_ic";0.3;"A"
"96";"Regensdorf";3;"bew_mie_t";10579;"A"
"96";"Regensdorf";3;"bew_mie_t_ic";0.07;"A"
"96";"Regensdorf";3;"bew_mie_z1_t";257;"U"
"96";"Regensdorf";3;"bew_mie_z1_ic";0.4;"U"
"96";"Regensdorf";3;"bew_mie_z2_t";932;"A"
"96";"Regensdorf";3;"bew_mie_z2_ic";0.2;"A"
"96";"Regensdorf";3;"bew_mie_z3_t";3242;"A"
"96";"Regensdorf";3;"bew_mie_z3_ic";0.1;"A"
"96";"Regensdorf";3;"bew_mie_z4_t";5447;"A"
"96";"Regensdorf";3;"bew_mie_z4_ic";0.1;"A"
"96";"Regensdorf";3;"bew_mie_z5_t";640;"U"
"96";"Regensdorf";3;"bew_mie_z5_ic";0.3;"U"
"96";"Regensdorf";3;"bew_mie_z6_t";;"Q"
"96";"Regensdorf";3;"bew_mie_z6_ic";;"Q"
"2773";"Reinach (BL)";3;"bew_mie_t";7140;"A"
"2773";"Reinach (BL)";3;"bew_mie_t_ic";0.08;"A"
"2773";"Reinach (BL)";3;"bew_mie_z1_t";83;"U"
"2773";"Reinach (BL)";3;"bew_mie_z1_ic";0.7;"U"
"2773";"Reinach (BL)";3;"bew_mie_z2_t";703;"A"
"2773";"Reinach (BL)";3;"bew_mie_z2_ic";0.3;"A"
"2773";"Reinach (BL)";3;"bew_mie_z3_t";2549;"A"
"2773";"Reinach (BL)";3;"bew_mie_z3_ic";0.1;"A"
"2773";"Reinach (BL)";3;"bew_mie_z4_t";3115;"A"
"2773";"Reinach (BL)";3;"bew_mie_z4_ic";0.1;"A"
"2773";"Reinach (BL)";3;"bew_mie_z5_t";623;"U"
"2773";"Reinach (BL)";3;"bew_mie_z5_ic";0.3;"U"
"2773";"Reinach (BL)";3;"bew_mie_z6_t";67;"U"
"2773";"Reinach (BL)";3;"bew_mie_z6_ic";0.9;"U"
"247";"Schlieren";3;"bew_mie_t";11426;"A"
"247";"Schlieren";3;"bew_mie_t_ic";0.07;"A"
"247";"Schlieren";3;"bew_mie_z1_t";595;"U"
"247";"Schlieren";3;"bew_mie_z1_ic";0.3;"U"
"247";"Schlieren";3;"bew_mie_z2_t";1891;"A"
"247";"Schlieren";3;"bew_mie_z2_ic";0.2;"A"
"247";"Schlieren";3;"bew_mie_z3_t";4773;"A"
"247";"Schlieren";3;"bew_mie_z3_ic";0.1;"A"
"247";"Schlieren";3;"bew_mie_z4_t";3533;"A"
"247";"Schlieren";3;"bew_mie_z4_ic";0.1;"A"
"247";"Schlieren";3;"bew_mie_z5_t";622;"U"
"247";"Schlieren";3;"bew_mie_z5_ic";0.4;"U"
"247";"Schlieren";3;"bew_mie_z6_t";;"Q"
"247";"Schlieren";3;"bew_mie_z6_ic";;"Q"
"1372";"Schwyz";3;"bew_mie_t";6823;"A"
"1372";"Schwyz";3;"bew_mie_t_ic";0.09;"A"
"1372";"Schwyz";3;"bew_mie_z1_t";205;"U"
"1372";"Schwyz";3;"bew_mie_z1_ic";0.5;"U"
"1372";"Schwyz";3;"bew_mie_z2_t";754;"A"
"1372";"Schwyz";3;"bew_mie_z2_ic";0.3;"A"
"1372";"Schwyz";3;"bew_mie_z3_t";1685;"A"
"1372";"Schwyz";3;"bew_mie_z3_ic";0.2;"A"
"1372";"Schwyz";3;"bew_mie_z4_t";2575;"A"
"1372";"Schwyz";3;"bew_mie_z4_ic";0.1;"A"
"1372";"Schwyz";3;"bew_mie_z5_t";1439;"A"
"1372";"Schwyz";3;"bew_mie_z5_ic";0.2;"A"
"1372";"Schwyz";3;"bew_mie_z6_t";164;"U"
"1372";"Schwyz";3;"bew_mie_z6_ic";0.5;"U"
"6248";"Sierre";3;"bew_mie_t";6080;"A"
"6248";"Sierre";3;"bew_mie_t_ic";0.1;"A"
"6248";"Sierre";3;"bew_mie_z1_t";395;"U"
"6248";"Sierre";3;"bew_mie_z1_ic";0.4;"U"
"6248";"Sierre";3;"bew_mie_z2_t";926;"A"
"6248";"Sierre";3;"bew_mie_z2_ic";0.2;"A"
"6248";"Sierre";3;"bew_mie_z3_t";2181;"A"
"6248";"Sierre";3;"bew_mie_z3_ic";0.2;"A"
"6248";"Sierre";3;"bew_mie_z4_t";2147;"A"
"6248";"Sierre";3;"bew_mie_z4_ic";0.2;"A"
"6248";"Sierre";3;"bew_mie_z5_t";357;"U"
"6248";"Sierre";3;"bew_mie_z5_ic";0.5;"U"
"6248";"Sierre";3;"bew_mie_z6_t";;"Q"
"6248";"Sierre";3;"bew_mie_z6_ic";;"Q"
"2601";"Solothurn";3;"bew_mie_t";9179;"A"
"2601";"Solothurn";3;"bew_mie_t_ic";0.08;"A"
"2601";"Solothurn";3;"bew_mie_z1_t";437;"U"
"2601";"Solothurn";3;"bew_mie_z1_ic";0.4;"U"
"2601";"Solothurn";3;"bew_mie_z2_t";1215;"A"
"2601";"Solothurn";3;"bew_mie_z2_ic";0.2;"A"
"2601";"Solothurn";3;"bew_mie_z3_t";3547;"A"
"2601";"Solothurn";3;"bew_mie_z3_ic";0.1;"A"
"2601";"Solothurn";3;"bew_mie_z4_t";2952;"A"
"2601";"Solothurn";3;"bew_mie_z4_ic";0.1;"A"
"2601";"Solothurn";3;"bew_mie_z5_t";878;"A"
"2601";"Solothurn";3;"bew_mie_z5_ic";0.3;"A"
"2601";"Solothurn";3;"bew_mie_z6_t";149;"U"
"2601";"Solothurn";3;"bew_mie_z6_ic";0.6;"U"
"939";"Steffisburg";3;"bew_mie_t";6752;"A"
"939";"Steffisburg";3;"bew_mie_t_ic";0.09;"A"
"939";"Steffisburg";3;"bew_mie_z1_t";182;"U"
"939";"Steffisburg";3;"bew_mie_z1_ic";0.5;"U"
"939";"Steffisburg";3;"bew_mie_z2_t";837;"A"
"939";"Steffisburg";3;"bew_mie_z2_ic";0.2;"A"
"939";"Steffisburg";3;"bew_mie_z3_t";2257;"A"
"939";"Steffisburg";3;"bew_mie_z3_ic";0.1;"A"
"939";"Steffisburg";3;"bew_mie_z4_t";2672;"A"
"939";"Steffisburg";3;"bew_mie_z4_ic";0.1;"A"
"939";"Steffisburg";3;"bew_mie_z5_t";655;"A"
"939";"Steffisburg";3;"bew_mie_z5_ic";0.3;"A"
"939";"Steffisburg";3;"bew_mie_z6_t";148;"U"
"939";"Steffisburg";3;"bew_mie_z6_ic";0.6;"U"
"141";"Thalwil";3;"bew_mie_t";11106;"A"
"141";"Thalwil";3;"bew_mie_t_ic";0.07;"A"
"141";"Thalwil";3;"bew_mie_z1_t";353;"U"
"141";"Thalwil";3;"bew_mie_z1_ic";0.4;"U"
"141";"Thalwil";3;"bew_mie_z2_t";1454;"A"
"141";"Thalwil";3;"bew_mie_z2_ic";0.2;"A"
"141";"Thalwil";3;"bew_mie_z3_t";3805;"A"
"141";"Thalwil";3;"bew_mie_z3_ic";0.1;"A"
"141";"Thalwil";3;"bew_mie_z4_t";3916;"A"
"141";"Thalwil";3;"bew_mie_z4_ic";0.1;"A"
"141";"Thalwil";3;"bew_mie_z5_t";1371;"A"
"141";"Thalwil";3;"bew_mie_z5_ic";0.2;"A"
"141";"Thalwil";3;"bew_mie_z6_t";208;"U"
"141";"Thalwil";3;"bew_mie_z6_ic";0.6;"U"
"5890";"Vevey";3;"bew_mie_t";14106;"A"
"5890";"Vevey";3;"bew_mie_t_ic";0.04;"A"
"5890";"Vevey";3;"bew_mie_z1_t";757;"A"
"5890";"Vevey";3;"bew_mie_z1_ic";0.2;"A"
"5890";"Vevey";3;"bew_mie_z2_t";2838;"A"
"5890";"Vevey";3;"bew_mie_z2_ic";0.1;"A"
"5890";"Vevey";3;"bew_mie_z3_t";5768;"A"
"5890";"Vevey";3;"bew_mie_z3_ic";0.1;"A"
"5890";"Vevey";3;"bew_mie_z4_t";3744;"A"
"5890";"Vevey";3;"bew_mie_z4_ic";0.1;"A"
"5890";"Vevey";3;"bew_mie_z5_t";829;"A"
"5890";"Vevey";3;"bew_mie_z5_ic";0.2;"A"
"5890";"Vevey";3;"bew_mie_z6_t";170;"U"
"5890";"Vevey";3;"bew_mie_z6_ic";0.4;"U"
"199";"Volketswil";3;"bew_mie_t";8888;"A"
"199";"Volketswil";3;"bew_mie_t_ic";0.08;"A"
"199";"Volketswil";3;"bew_mie_z1_t";141;"U"
"199";"Volketswil";3;"bew_mie_z1_ic";0.6;"U"
"199";"Volketswil";3;"bew_mie_z2_t";510;"U"
"199";"Volketswil";3;"bew_mie_z2_ic";0.3;"U"
"199";"Volketswil";3;"bew_mie_z3_t";2175;"A"
"199";"Volketswil";3;"bew_mie_z3_ic";0.2;"A"
"199";"Volketswil";3;"bew_mie_z4_t";4861;"A"
"199";"Volketswil";3;"bew_mie_z4_ic";0.1;"A"
"199";"Volketswil";3;"bew_mie_z5_t";1018;"A"
"199";"Volketswil";3;"bew_mie_z5_ic";0.2;"A"
"199";"Volketswil";3;"bew_mie_z6_t";183;"U"
"199";"Volketswil";3;"bew_mie_z6_ic";0.6;"U"
"69";"Wallisellen";3;"bew_mie_t";8671;"A"
"69";"Wallisellen";3;"bew_mie_t_ic";0.08;"A"
"69";"Wallisellen";3;"bew_mie_z1_t";316;"U"
"69";"Wallisellen";3;"bew_mie_z1_ic";0.4;"U"
"69";"Wallisellen";3;"bew_mie_z2_t";1160;"A"
"69";"Wallisellen";3;"bew_mie_z2_ic";0.2;"A"
"69";"Wallisellen";3;"bew_mie_z3_t";3111;"A"
"69";"Wallisellen";3;"bew_mie_z3_ic";0.1;"A"
"69";"Wallisellen";3;"bew_mie_z4_t";3236;"A"
"69";"Wallisellen";3;"bew_mie_z4_ic";0.1;"A"
"69";"Wallisellen";3;"bew_mie_z5_t";587;"U"
"69";"Wallisellen";3;"bew_mie_z5_ic";0.3;"U"
"69";"Wallisellen";3;"bew_mie_z6_t";263;"U"
"69";"Wallisellen";3;"bew_mie_z6_ic";0.5;"U"
"4082";"Wohlen (AG)";3;"bew_mie_t";6529;"A"
"4082";"Wohlen (AG)";3;"bew_mie_t_ic";0.1;"A"
"4082";"Wohlen (AG)";3;"bew_mie_z1_t";116;"U"
"4082";"Wohlen (AG)";3;"bew_mie_z1_ic";0.7;"U"
"4082";"Wohlen (AG)";3;"bew_mie_z2_t";770;"A"
"4082";"Wohlen (AG)";3;"bew_mie_z2_ic";0.3;"A"
"4082";"Wohlen (AG)";3;"bew_mie_z3_t";2461;"A"
"4082";"Wohlen (AG)";3;"bew_mie_z3_ic";0.2;"A"
"4082";"Wohlen (AG)";3;"bew_mie_z4_t";2317;"A"
"4082";"Wohlen (AG)";3;"bew_mie_z4_ic";0.2;"A"
"4082";"Wohlen (AG)";3;"bew_mie_z5_t";557;"U"
"4082";"Wohlen (AG)";3;"bew_mie_z5_ic";0.4;"U"
"4082";"Wohlen (AG)";3;"bew_mie_z6_t";308;"U"
"4082";"Wohlen (AG)";3;"bew_mie_z6_ic";0.5;"U"
"2761";"Aesch (BL)";2;"bew_mie_t";4600;"A"
"2761";"Aesch (BL)";2;"bew_mie_t_ic";0.11;"A"
"2761";"Aesch (BL)";2;"bew_mie_z1_t";81;"U"
"2761";"Aesch (BL)";2;"bew_mie_z1_ic";0.7;"U"
"2761";"Aesch (BL)";2;"bew_mie_z2_t";452;"U"
"2761";"Aesch (BL)";2;"bew_mie_z2_ic";0.3;"U"
"2761";"Aesch (BL)";2;"bew_mie_z3_t";1506;"A"
"2761";"Aesch (BL)";2;"bew_mie_z3_ic";0.2;"A"
"2761";"Aesch (BL)";2;"bew_mie_z4_t";2028;"A"
"2761";"Aesch (BL)";2;"bew_mie_z4_ic";0.2;"A"
"2761";"Aesch (BL)";2;"bew_mie_z5_t";430;"U"
"2761";"Aesch (BL)";2;"bew_mie_z5_ic";0.4;"U"
"2761";"Aesch (BL)";2;"bew_mie_z6_t";104;"U"
"2761";"Aesch (BL)";2;"bew_mie_z6_ic";0.8;"U"
"2";"Affoltern am Albis";2;"bew_mie_t";5457;"A"
"2";"Affoltern am Albis";2;"bew_mie_t_ic";0.1;"A"
"2";"Affoltern am Albis";2;"bew_mie_z1_t";92;"U"
"2";"Affoltern am Albis";2;"bew_mie_z1_ic";0.7;"U"
"2";"Affoltern am Albis";2;"bew_mie_z2_t";626;"A"
"2";"Affoltern am Albis";2;"bew_mie_z2_ic";0.3;"A"
"2";"Affoltern am Albis";2;"bew_mie_z3_t";1788;"A"
"2";"Affoltern am Albis";2;"bew_mie_z3_ic";0.2;"A"
"2";"Affoltern am Albis";2;"bew_mie_z4_t";2274;"A"
"2";"Affoltern am Albis";2;"bew_mie_z4_ic";0.2;"A"
"2";"Affoltern am Albis";2;"bew_mie_z5_t";477;"U"
"2";"Affoltern am Albis";2;"bew_mie_z5_ic";0.3;"U"
"2";"Affoltern am Albis";2;"bew_mie_z6_t";201;"U"
"2";"Affoltern am Albis";2;"bew_mie_z6_ic";0.6;"U"
"5401";"Aigle";2;"bew_mie_t";5282;"A"
"5401";"Aigle";2;"bew_mie_t_ic";0.08;"A"
"5401";"Aigle";2;"bew_mie_z1_t";244;"U"
"5401";"Aigle";2;"bew_mie_z1_ic";0.3;"U"
"5401";"Aigle";2;"bew_mie_z2_t";904;"A"
"5401";"Aigle";2;"bew_mie_z2_ic";0.2;"A"
"5401";"Aigle";2;"bew_mie_z3_t";2157;"A"
"5401";"Aigle";2;"bew_mie_z3_ic";0.1;"A"
"5401";"Aigle";2;"bew_mie_z4_t";1474;"A"
"5401";"Aigle";2;"bew_mie_z4_ic";0.1;"A"
"5401";"Aigle";2;"bew_mie_z5_t";432;"U"
"5401";"Aigle";2;"bew_mie_z5_ic";0.3;"U"
"5401";"Aigle";2;"bew_mie_z6_t";70;"U"
"5401";"Aigle";2;"bew_mie_z6_ic";0.7;"U"
"3251";"Altstätten";2;"bew_mie_t";3954;"A"
"3251";"Altstätten";2;"bew_mie_t_ic";0.12;"A"
"3251";"Altstätten";2;"bew_mie_z1_t";118;"U"
"3251";"Altstätten";2;"bew_mie_z1_ic";0.7;"U"
"3251";"Altstätten";2;"bew_mie_z2_t";638;"U"
"3251";"Altstätten";2;"bew_mie_z2_ic";0.3;"U"
"3251";"Altstätten";2;"bew_mie_z3_t";1136;"A"
"3251";"Altstätten";2;"bew_mie_z3_ic";0.2;"A"
"3251";"Altstätten";2;"bew_mie_z4_t";1533;"A"
"3251";"Altstätten";2;"bew_mie_z4_ic";0.2;"A"
"3251";"Altstätten";2;"bew_mie_z5_t";429;"U"
"3251";"Altstätten";2;"bew_mie_z5_ic";0.4;"U"
"3251";"Altstätten";2;"bew_mie_z6_t";100;"U"
"3251";"Altstätten";2;"bew_mie_z6_ic";0.7;"U"
"4461";"Amriswil";2;"bew_mie_t";5670;"A"
"4461";"Amriswil";2;"bew_mie_t_ic";0.07;"A"
"4461";"Amriswil";2;"bew_mie_z1_t";190;"U"
"4461";"Amriswil";2;"bew_mie_z1_ic";0.4;"U"
"4461";"Amriswil";2;"bew_mie_z2_t";587;"A"
"4461";"Amriswil";2;"bew_mie_z2_ic";0.2;"A"
"4461";"Amriswil";2;"bew_mie_z3_t";1594;"A"
"4461";"Amriswil";2;"bew_mie_z3_ic";0.1;"A"
"4461";"Amriswil";2;"bew_mie_z4_t";2352;"A"
"4461";"Amriswil";2;"bew_mie_z4_ic";0.1;"A"
"4461";"Amriswil";2;"bew_mie_z5_t";800;"A"
"4461";"Amriswil";2;"bew_mie_z5_ic";0.2;"A"
"4461";"Amriswil";2;"bew_mie_z6_t";147;"U"
"4461";"Amriswil";2;"bew_mie_z6_ic";0.4;"U"
"4401";"Arbon";2;"bew_mie_t";6976;"A"
"4401";"Arbon";2;"bew_mie_t_ic";0.06;"A"
"4401";"Arbon";2;"bew_mie_z1_t";179;"U"
"4401";"Arbon";2;"bew_mie_z1_ic";0.4;"U"
"4401";"Arbon";2;"bew_mie_z2_t";549;"A"
"4401";"Arbon";2;"bew_mie_z2_ic";0.2;"A"
