,coord_x,coord_y,city,canton,year,street_name,street_number,multiple_floors,num_rooms,area,kitchen,status,floor
10103,2746900.3,1253778.7,St. Gallen,SG,1941.0,Biserhofstrasse,28,1,5,125.0,1.0,3004,1
10104,2746983.6,1253680.2,St. Gallen,SG,1958.0,Biserhofstrasse,51,1,6,170.0,1.0,3004,1
10105,2746955.1,1253769.4,St. Gallen,SG,1960.0,Biserhofstrasse,29,0,7,204.0,1.0,3004,1
10106,2746955.1,1253769.4,St. Gallen,SG,1960.0,Biserhofstrasse,29,0,6,138.0,1.0,3004,2
10107,2747021.4,1253697.8,St. Gallen,SG,1957.0,Biserhofstrasse,56,1,6,140.0,1.0,3004,1
10108,2746826.0,1253758.8,St. Gallen,SG,1952.0,Biserhofstrasse,3,0,3,42.0,1.0,3004,1
10109,2746826.0,1253758.8,St. Gallen,SG,1952.0,Biserhofstrasse,3,0,2,40.0,1.0,3004,2
10110,2746826.0,1253758.8,St. Gallen,SG,1952.0,Biserhofstrasse,3,0,2,40.0,1.0,3004,3
10111,2746826.0,1253758.8,St. Gallen,SG,1952.0,Biserhofstrasse,3,0,3,42.0,1.0,3004,4
10112,2746826.0,1253758.8,St. Gallen,SG,1952.0,Biserhofstrasse,3,0,3,48.0,1.0,3004,5
10113,2746826.0,1253758.8,St. Gallen,SG,1952.0,Biserhofstrasse,3,0,4,55.0,1.0,3004,6
10114,2746826.0,1253758.8,St. Gallen,SG,1952.0,Biserhofstrasse,3,0,3,42.0,1.0,3004,7
10115,2746826.0,1253758.8,St. Gallen,SG,1952.0,Biserhofstrasse,3,0,3,48.0,1.0,3004,8
10116,2746871.1,1253766.4,St. Gallen,SG,1958.0,Biserhofstrasse,27,0,4,100.0,1.0,3004,1
10117,2746871.1,1253766.4,St. Gallen,SG,1958.0,Biserhofstrasse,27,0,4,100.0,1.0,3004,2
10118,2747024.1,1253664.7,St. Gallen,SG,1957.0,Biserhofstrasse,52,0,5,120.0,1.0,3004,1
10119,2746925.4,1253623.8,St. Gallen,SG,1919.0,Biserhofstrasse,40,1,7,300.0,1.0,3004,1
10120,2746864.4,1253633.8,St. Gallen,SG,1930.0,Biserhofstrasse,17,0,3,76.0,1.0,3004,1
10121,2746864.4,1253633.8,St. Gallen,SG,1930.0,Biserhofstrasse,17,1,5,107.0,1.0,3004,2
10122,2747012.9,1253741.3,St. Gallen,SG,1962.0,Biserhofstrasse,61,1,7,250.0,1.0,3004,1
10123,2746900.0,1253749.0,St. Gallen,SG,1938.0,Biserhofstrasse,26,0,6,222.0,1.0,3004,1
10124,2746938.6,1253594.8,St. Gallen,SG,1956.0,Biserhofstrasse,42,0,5,140.0,1.0,3004,1
10125,2747010.8,1253780.7,St. Gallen,SG,1963.0,Biserhofstrasse,65,0,2,50.0,1.0,3004,1
10126,2747010.8,1253780.7,St. Gallen,SG,1963.0,Biserhofstrasse,65,1,5,150.0,1.0,3004,2
10127,2747047.3,1253771.8,St. Gallen,SG,1963.0,Biserhofstrasse,72,1,7,180.0,1.0,3004,1
10128,2747012.8,1253676.4,St. Gallen,SG,1957.0,Biserhofstrasse,50,1,6,152.0,1.0,3004,1
10129,2746946.0,1253658.1,St. Gallen,SG,1957.0,Biserhofstrasse,37,1,6,155.0,1.0,3004,1
10130,2746891.6,1253690.7,St. Gallen,SG,1953.0,Biserhofstrasse,22,1,5,150.0,1.0,3004,1
10131,2746996.2,1253713.1,St. Gallen,SG,1959.0,Biserhofstrasse,55,1,7,200.0,1.0,3004,1
10132,2746793.4,1253669.7,St. Gallen,SG,1997.0,Gessnerstrasse,2a,1,5,180.0,1.0,3004,1
10133,2746827.5,1253646.4,St. Gallen,SG,2001.0,Biserhofstrasse,10,1,6,200.0,1.0,3004,1
10134,2746964.6,1253727.9,St. Gallen,SG,1969.0,Biserhofstrasse,33,1,6,420.0,1.0,3004,1
10135,2746917.7,1253665.9,St. Gallen,SG,1951.0,Biserhofstrasse,36,1,5,120.0,1.0,3004,1
10136,2746795.6,1253762.9,St. Gallen,SG,1918.0,Gessnerstrasse,14,0,5,140.0,1.0,3004,1
10137,2746795.6,1253762.9,St. Gallen,SG,1918.0,Gessnerstrasse,14,0,5,140.0,1.0,3004,2
10138,2746795.6,1253762.9,St. Gallen,SG,1918.0,Gessnerstrasse,14,0,5,140.0,1.0,3004,3
10139,2746795.6,1253762.9,St. Gallen,SG,1918.0,Gessnerstrasse,14,0,4,120.0,1.0,3004,4
10140,2746916.8,1253691.5,St. Gallen,SG,1959.0,Biserhofstrasse,34,1,6,140.0,1.0,3004,1
10141,2746860.8,1253663.9,St. Gallen,SG,1934.0,Biserhofstrasse,19,0,1,28.0,1.0,3004,1
10142,2746860.8,1253663.9,St. Gallen,SG,1934.0,Biserhofstrasse,19,0,4,85.0,1.0,3004,2
10143,2746860.8,1253663.9,St. Gallen,SG,1934.0,Biserhofstrasse,19,0,2,95.0,1.0,3004,3
10144,2746926.1,1253755.6,St. Gallen,SG,1951.0,Biserhofstrasse,30,1,6,140.0,1.0,3004,1
10145,2747033.8,1253735.1,St. Gallen,SG,1960.0,Biserhofstrasse,66,1,6,150.0,1.0,3004,1
10146,2746854.3,1253739.4,St. Gallen,SG,1935.0,Biserhofstrasse,5,1,7,,1.0,3004,1
10147,2746802.6,1253726.0,St. Gallen,SG,1918.0,Gessnerstrasse,12,0,4,90.0,1.0,3004,1
10148,2746802.6,1253726.0,St. Gallen,SG,1918.0,Gessnerstrasse,12,0,4,90.0,1.0,3004,2
10149,2746802.6,1253726.0,St. Gallen,SG,1918.0,Gessnerstrasse,12,0,4,90.0,1.0,3004,3
10150,2746802.6,1253726.0,St. Gallen,SG,1918.0,Gessnerstrasse,12,0,4,90.0,1.0,3004,4
10151,2746869.0,1253593.5,St. Gallen,SG,1959.0,Biserhofstrasse,18,0,4,110.0,1.0,3004,1
10152,2746844.3,1253595.1,St. Gallen,SG,1938.0,Biserhofstrasse,16,1,4,300.0,1.0,3004,3
10153,2747043.3,1253674.7,St. Gallen,SG,1957.0,Biserhofstrasse,60,0,6,150.0,1.0,3004,1
10154,2746792.8,1253672.7,St. Gallen,SG,1997.0,Gessnerstrasse,2,1,6,206.0,1.0,3004,1
10155,2746907.6,1253594.0,St. Gallen,SG,1941.0,Biserhofstrasse,42a,1,3,84.0,1.0,3004,2
10156,2747041.5,1253707.7,St. Gallen,SG,1958.0,Biserhofstrasse,64,1,5,156.0,1.0,3004,2
10157,2747042.1,1253649.7,St. Gallen,SG,1957.0,Biserhofstrasse,54,0,4,180.0,1.0,3004,1
10158,2746822.2,1253613.1,St. Gallen,SG,2009.0,Biserhofstrasse,12,1,5,,1.0,3004,1
10159,2746894.0,1253649.2,St. Gallen,SG,1942.0,Biserhofstrasse,20,0,8,,1.0,3004,1
10160,2747029.9,1253719.7,St. Gallen,SG,1959.0,Biserhofstrasse,62,1,6,140.0,1.0,3004,1
10161,2746800.0,1253690.1,St. Gallen,SG,1958.0,Gessnerstrasse,6,0,4,118.0,1.0,3004,1
10162,2746800.0,1253690.1,St. Gallen,SG,1958.0,Gessnerstrasse,6,0,4,118.0,1.0,3004,2
10163,2746800.0,1253690.1,St. Gallen,SG,1958.0,Gessnerstrasse,6,0,3,68.0,1.0,3004,3
10164,2746800.0,1253690.1,St. Gallen,SG,1958.0,Gessnerstrasse,6,0,4,118.0,1.0,3004,4
10165,2746800.0,1253690.1,St. Gallen,SG,1958.0,Gessnerstrasse,6,0,3,68.0,1.0,3004,5
10166,2746800.0,1253690.1,St. Gallen,SG,1958.0,Gessnerstrasse,6,0,3,68.0,1.0,3004,6
10167,2746623.2,1253792.5,St. Gallen,SG,1918.0,Hebelstrasse,6,0,5,140.0,1.0,3004,1
10168,2746623.2,1253792.5,St. Gallen,SG,1918.0,Hebelstrasse,6,0,5,137.0,1.0,3004,2
10169,2746623.2,1253792.5,St. Gallen,SG,1918.0,Hebelstrasse,6,0,5,136.0,1.0,3004,3
10170,2746623.2,1253792.5,St. Gallen,SG,1918.0,Hebelstrasse,6,0,4,121.0,1.0,3004,4
10171,2746623.2,1253792.5,St. Gallen,SG,1918.0,Hebelstrasse,6,0,2,92.0,1.0,3004,5
10172,2746709.4,1253774.1,St. Gallen,SG,1918.0,Gellertstrasse,4,0,4,110.0,1.0,3004,1
10173,2746709.4,1253774.1,St. Gallen,SG,1918.0,Gellertstrasse,4,0,4,110.0,1.0,3004,2
10174,2746709.4,1253774.1,St. Gallen,SG,1918.0,Gellertstrasse,4,0,4,110.0,1.0,3004,3
10175,2746709.4,1253774.1,St. Gallen,SG,1918.0,Gellertstrasse,4,0,4,95.0,1.0,3004,4
10176,2746656.2,1253793.6,St. Gallen,SG,1918.0,Hebelstrasse,7,0,6,140.0,1.0,3004,1
10177,2746656.2,1253793.6,St. Gallen,SG,1918.0,Hebelstrasse,7,0,6,140.0,1.0,3004,2
10178,2746656.2,1253793.6,St. Gallen,SG,1918.0,Hebelstrasse,7,0,6,140.0,1.0,3004,3
10179,2746656.2,1253793.6,St. Gallen,SG,1918.0,Hebelstrasse,7,0,4,110.0,1.0,3004,4
10180,2746656.2,1253793.6,St. Gallen,SG,1918.0,Hebelstrasse,7,0,2,50.0,1.0,3004,5
10181,2746671.9,1253700.4,St. Gallen,SG,1918.0,Hebelstrasse,14,0,5,115.0,1.0,3004,1
10182,2746671.9,1253700.4,St. Gallen,SG,1918.0,Hebelstrasse,14,0,5,115.0,1.0,3004,2
10183,2746671.9,1253700.4,St. Gallen,SG,1918.0,Hebelstrasse,14,0,5,115.0,1.0,3004,3
10184,2746671.9,1253700.4,St. Gallen,SG,1918.0,Hebelstrasse,14,0,5,115.0,1.0,3004,4
10185,2746671.9,1253700.4,St. Gallen,SG,1918.0,Hebelstrasse,14,0,4,95.0,1.0,3004,5
10186,2746627.1,1253772.3,St. Gallen,SG,1918.0,Hebelstrasse,8,0,2,,1.0,3004,1
10187,2746627.1,1253772.3,St. Gallen,SG,1918.0,Hebelstrasse,8,0,6,,1.0,3004,2
10188,2746627.1,1253772.3,St. Gallen,SG,1918.0,Hebelstrasse,8,0,6,,1.0,3004,3
10189,2746627.1,1253772.3,St. Gallen,SG,1918.0,Hebelstrasse,8,0,3,,1.0,3004,4
10190,2746627.1,1253772.3,St. Gallen,SG,1918.0,Hebelstrasse,8,0,1,,1.0,3004,5
10191,2746627.1,1253772.3,St. Gallen,SG,1918.0,Hebelstrasse,8,0,4,,1.0,3004,6
10192,2746714.8,1253687.4,St. Gallen,SG,1918.0,Hebelstrasse,17,0,6,112.0,1.0,3004,1
10193,2746714.8,1253687.4,St. Gallen,SG,1918.0,Hebelstrasse,17,0,6,110.0,1.0,3004,2
10194,2746714.8,1253687.4,St. Gallen,SG,1918.0,Hebelstrasse,17,0,6,110.0,1.0,3004,3
10195,2746714.8,1253687.4,St. Gallen,SG,1918.0,Hebelstrasse,17,0,5,90.0,1.0,3004,4
10196,2746683.5,1253680.7,St. Gallen,SG,1918.0,Hebelstrasse,16,0,4,93.0,1.0,3004,2
10197,2746683.5,1253680.7,St. Gallen,SG,1918.0,Hebelstrasse,16,0,4,95.0,1.0,3004,3
10198,2746683.5,1253680.7,St. Gallen,SG,1918.0,Hebelstrasse,16,0,4,95.0,1.0,3004,4
10199,2746683.5,1253680.7,St. Gallen,SG,1918.0,Hebelstrasse,16,0,5,186.0,1.0,3004,5
10200,2746683.5,1253680.7,St. Gallen,SG,1918.0,Hebelstrasse,16,0,4,97.0,1.0,3004,6
10201,2746683.5,1253680.7,St. Gallen,SG,1918.0,Hebelstrasse,16,0,4,99.0,1.0,3004,7
10202,2746683.5,1253680.7,St. Gallen,SG,1918.0,Hebelstrasse,16,0,4,99.0,1.0,3004,8
10203,2746683.5,1253680.7,St. Gallen,SG,1918.0,Hebelstrasse,16,0,4,98.0,1.0,3004,9
10204,2746683.5,1253680.7,St. Gallen,SG,1918.0,Hebelstrasse,16,0,3,84.0,1.0,3004,10
10205,2746683.5,1253680.7,St. Gallen,SG,1918.0,Hebelstrasse,16,0,4,95.0,1.0,3004,11
10206,2746690.6,1253736.1,St. Gallen,SG,1918.0,Hebelstrasse,13,0,3,108.0,1.0,3004,1
10207,2746690.6,1253736.1,St. Gallen,SG,1918.0,Hebelstrasse,13,0,4,125.0,1.0,3004,2
10208,2746690.6,1253736.1,St. Gallen,SG,1918.0,Hebelstrasse,13,0,4,125.0,1.0,3004,3
